Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),Context,,,,,,,,
25,11.82,11.84,5.02,11.65,0,,,,,,,,
50,12.14,12.14,6.07,12.23,0,,,,,,,,
75,13.87,13.9,6.75,14.52,0,,,,,,,,
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),Context,DrawPrimitiveCalls,MeshDrawCalls,LastRendered,LightsInScene,ShadowedLight,UnshadowedLight,StaticMeshTriangles,Triangles
0,13.94,9.48,2.64,0,0,not valid frame,not valid frame,14,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.01,9.87,13.17,5.59,17.05,0,not valid frame,not valid frame,0,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.02,8.33,8.61,3.26,8.12,0,not valid frame,not valid frame,14,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.03,10.63,11.01,3.15,7.26,0,263,30,0,237,not valid frame,1,14878,17276
0.04,8.33,7.29,3.12,7.02,0,262,30,14,237,not valid frame,1,14878,17264
0.05,15.6,7.08,3.12,7.02,0,262,30,0,237,not valid frame,1,14878,17264
0.07,12.9,15.84,11.45,19.58,0,394,30,0,237,not valid frame,1,14878,30160
0.08,11.43,12.72,4.97,10.15,0,394,30,14,237,not valid frame,1,14878,30160
0.09,15.37,11.48,4.62,11.46,0,398,30,0,237,not valid frame,1,14878,30254
0.11,11.14,15.32,4.51,15.32,0,398,30,14,237,not valid frame,1,14878,30254
0.12,12.97,11.35,4.51,11.29,0,397,30,14,237,not valid frame,1,14878,30250
0.13,11.28,12.91,4.57,12.98,0,397,30,14,237,not valid frame,1,14878,30250
0.14,11.11,11.15,4.49,11.24,0,397,30,0,237,not valid frame,1,14878,30250
0.15,11.31,11.09,4.71,11.18,0,397,30,0,237,not valid frame,1,14878,30250
0.16,11.39,11.47,4.7,11.27,0,397,30,0,237,not valid frame,1,14878,30250
0.18,11.3,11.21,4.43,11.32,0,397,30,0,237,not valid frame,1,14878,30262
0.19,12.75,12.66,4.47,11.39,0,396,30,14,237,not valid frame,1,14878,30250
0.2,13.53,11.42,5.99,12.75,0,396,30,0,237,not valid frame,1,14878,30250
0.21,18.44,13.67,7.93,13.53,0,396,30,14,237,not valid frame,1,14878,30250
0.23,13.29,20.36,3.87,18.19,0,398,30,0,237,not valid frame,1,14878,30182
0.24,11,11.16,5.84,13.51,0,398,30,0,237,not valid frame,1,14878,30182
0.26,11.2,11.12,4.51,11.08,0,396,30,0,237,not valid frame,1,14878,30170
0.27,11.46,11.15,4.68,11.16,0,396,30,14,237,not valid frame,1,14878,30170
0.28,11.01,11.4,4.57,11.41,0,396,30,14,237,not valid frame,1,14878,30170
0.29,11.41,11.08,4.47,10.97,0,396,30,14,237,not valid frame,1,14878,30170
0.3,10.99,11.35,4.68,11.47,0,396,30,0,237,not valid frame,1,14878,30170
0.31,11.19,11.04,4.56,10.99,0,396,30,14,237,not valid frame,1,14878,30170
0.32,11.24,11.17,4.53,11.03,0,396,30,14,237,not valid frame,1,14878,30170
0.33,11.25,11.26,4.6,11.41,0,396,30,14,237,not valid frame,1,14878,30170
0.35,11.54,11.26,5.15,11.19,0,396,30,0,237,not valid frame,1,14878,30250
0.36,24.68,14.59,4.49,11.52,0,396,30,0,237,not valid frame,1,14878,30170
0.38,15.57,26,4.96,24.45,0,396,30,14,237,not valid frame,1,14878,30170
0.4,12.91,11.21,4.65,15.89,0,397,30,14,237,not valid frame,1,14878,30170
0.41,11.39,12.84,5.23,12.85,0,397,30,15,237,not valid frame,1,14878,30170
0.42,11.18,11.46,4.76,11.9,0,397,30,0,237,not valid frame,1,14878,30170
0.43,11.21,11.12,4.47,10.68,0,751504,32,0,237,not valid frame,1,15278,400
0.44,11.17,11.15,4.56,11.2,0,397,30,14,237,not valid frame,1,14878,30182
0.46,11.36,11.3,4.6,11.9,0,397,30,14,237,not valid frame,1,14878,30182
0.47,11.38,11.27,4.52,10.6,0,397,30,14,237,not valid frame,1,14878,30182
0.48,11.2,11.42,4.6,11.43,0,397,30,14,237,not valid frame,1,14878,30182
0.49,11.29,11.25,4.54,11.24,0,397,30,0,237,not valid frame,1,14878,30182
0.5,20.11,11.3,4.59,11.22,0,397,30,0,237,not valid frame,1,14878,30182
0.52,13.53,21.23,3.85,19.8,0,397,30,0,237,not valid frame,1,14878,30182
0.53,20.5,12.7,3.18,13.59,0,397,30,0,237,not valid frame,1,14878,30182
0.55,19.12,21.19,3.16,20.46,0,397,30,14,237,not valid frame,1,14878,30182
0.57,16.16,19.18,4.47,19.33,0,397,30,0,237,not valid frame,1,14878,30182
0.59,11.64,15.09,4.46,16.18,0,396,30,14,237,not valid frame,1,14878,30182
0.6,19.31,12.78,4.56,11.74,0,396,30,14,237,not valid frame,1,14878,30182
0.62,19.03,19.08,4.69,19.28,0,396,30,14,237,not valid frame,1,14878,30182
0.64,13.26,19.06,3.9,18.61,0,396,30,0,237,not valid frame,1,14878,30182
0.65,11.86,12.26,4.47,13.7,0,397,30,14,237,not valid frame,1,14878,30194
0.67,11.5,12.05,4.78,11.93,0,396,30,0,237,not valid frame,1,14878,30182
0.68,11.66,11.36,4.49,11.36,0,396,30,14,237,not valid frame,1,14878,30170
0.69,11.49,11.67,4.83,11.8,0,396,30,14,237,not valid frame,1,14878,30170
0.7,19.17,12.56,3.79,11.16,0,396,30,0,237,not valid frame,1,14878,30170
0.72,18.87,18.88,3.08,19.13,0,396,30,0,237,not valid frame,1,14878,30170
0.74,19.28,19.24,4.59,19.46,0,394,28,0,237,not valid frame,1,14854,30146
0.76,14.62,18.91,3.79,18.86,0,395,28,12,237,not valid frame,1,14854,30158
0.77,11.41,14.01,4.59,14.83,0,395,28,12,237,not valid frame,1,14854,30158
0.78,11.41,11.31,4.49,11.38,0,392,26,0,237,not valid frame,1,14726,30030
0.79,11.51,11.52,4.47,11.43,0,392,26,12,237,not valid frame,1,14726,30030
0.81,11.53,11.61,4.55,11.47,0,392,26,0,237,not valid frame,1,14726,30030
0.82,11.71,11.36,4.47,11.57,0,392,26,12,237,not valid frame,1,14726,30030
0.83,12.67,11.72,4.55,11.73,0,392,26,0,237,not valid frame,1,14726,30030
0.84,11.07,12.48,4.41,12.6,0,392,26,0,237,not valid frame,1,14726,30030
0.85,11.41,11.26,4.43,11.04,0,392,26,12,237,not valid frame,1,14726,30030
0.86,11.65,11.42,4.52,11.43,0,392,26,0,237,not valid frame,1,14726,30030
0.88,11.36,11.61,4.82,11.64,0,392,26,12,237,not valid frame,1,14726,30030
0.89,11.68,11.37,4.43,11.38,0,392,26,0,237,not valid frame,1,14726,30030
0.9,11.37,11.74,4.69,11.73,0,392,26,12,237,not valid frame,1,14726,30030
0.91,11.47,11.39,4.44,11.35,0,392,26,12,237,not valid frame,1,14726,30030
0.92,20.77,11.48,4.53,11.79,0,392,26,0,237,not valid frame,1,14726,30030
0.94,19.26,21.51,4.42,20.45,0,392,26,12,237,not valid frame,1,14726,30030
0.96,17.08,19.23,4.52,19.22,0,392,26,12,237,not valid frame,1,14726,30030
0.98,13.63,16.28,4.62,17.13,0,392,26,0,237,not valid frame,1,14726,30030
0.99,11.43,13.47,4.51,13.58,0,392,26,0,237,not valid frame,1,14726,30030
1,11.27,11.52,4.49,11.46,0,392,26,0,237,not valid frame,1,14726,30030
1.02,11.41,11.23,4.9,11.26,0,392,26,13,237,not valid frame,1,14726,30030
1.03,11.42,11.45,4.46,11.33,0,394,27,13,237,not valid frame,1,14726,30074
1.04,11.53,11.53,4.72,11.54,0,394,27,0,237,not valid frame,1,14726,30074
1.05,11.54,11.35,4.64,11.49,0,752528,27,13,237,not valid frame,1,14726,394
1.06,20.94,12.65,4.62,11.54,0,752528,27,0,237,not valid frame,1,14726,394
1.08,17.31,20.8,4.27,20.61,0,753040,27,13,237,not valid frame,1,14726,394
1.1,11.56,16.58,3.91,17.63,0,394,27,13,237,not valid frame,1,14726,30074
1.11,11.37,11.41,4.65,11.52,0,394,27,0,237,not valid frame,1,14726,30074
1.12,11.4,11.42,4.49,11.25,0,394,27,13,237,not valid frame,1,14726,30074
1.13,11.83,11.55,4.57,11.61,0,393,27,0,237,not valid frame,1,14726,30074
1.15,11.41,11.61,4.55,11.76,0,393,27,0,237,not valid frame,1,14726,30074
1.16,11.09,11.29,4.41,11.29,0,393,27,13,237,not valid frame,1,14726,30074
1.17,20.58,11.39,4.53,11.24,0,393,27,0,237,not valid frame,1,14726,30074
1.19,19.03,21.17,4.53,20.92,0,393,27,0,237,not valid frame,1,14726,30074
1.21,14.38,19.17,4.54,18.59,0,393,27,0,237,not valid frame,1,14726,30074
1.22,11.27,13.4,4.67,14.57,0,393,27,0,237,not valid frame,1,14726,30074
1.23,14.97,11.36,4.52,11.16,0,393,27,0,237,not valid frame,1,14726,30074
1.25,11.24,14.86,4.59,14.96,0,393,27,13,237,not valid frame,1,14726,30074
1.26,18.57,13.63,4.52,11.15,0,393,27,0,237,not valid frame,1,14726,30074
1.28,11.34,16.24,3.23,18.37,0,754064,28,14,237,not valid frame,1,14726,395
1.29,11.33,11.37,3.87,11.31,0,755088,28,15,237,not valid frame,1,14726,395
1.3,11.53,11.47,3.95,11.38,0,757136,29,15,237,not valid frame,1,14726,397
1.31,11.37,11.34,4,11.83,0,759184,29,15,237,not valid frame,1,14726,397
1.32,11.77,11.52,4.62,11.25,0,761744,29,15,237,not valid frame,1,14726,397
1.34,11.48,11.57,4.67,11.9,0,762256,29,0,237,not valid frame,1,14726,397
1.35,11.24,11.44,4.72,11.44,0,762256,29,0,237,not valid frame,1,14726,397
1.36,11.45,11.45,4.44,11.16,0,397,29,15,237,not valid frame,1,14726,30162
1.37,14.64,11.31,4.54,11.47,0,397,29,15,237,not valid frame,1,14726,30162
1.38,16.04,15.43,4.71,14.67,0,397,29,0,237,not valid frame,1,14726,30162
1.4,11.27,15.35,3.3,15.79,0,397,29,16,237,not valid frame,1,14726,30162
1.41,11.51,11.16,3.91,11.51,0,764304,31,16,237,not valid frame,1,15126,399
1.42,11.32,11.63,4.9,11.39,0,764304,31,16,237,not valid frame,1,15126,399
1.43,11.48,11.19,4.8,11.42,0,767376,31,16,237,not valid frame,1,15126,399
1.45,11.4,11.45,4.64,11.43,0,399,31,0,237,not valid frame,1,15126,30574
1.46,16.75,11.52,4.59,11.4,0,399,31,0,237,not valid frame,1,15126,30574
1.47,14.79,16.68,4.52,16.78,0,399,31,0,237,not valid frame,1,15126,30574
1.49,11.31,14.89,4.61,15.07,0,397,30,0,237,not valid frame,1,15126,30530
1.5,11.22,11.15,4.51,11.08,0,396,29,13,237,not valid frame,1,15126,30498
1.51,11.58,11.24,4.55,11.26,0,393,27,0,237,not valid frame,1,14726,30098
1.52,18.23,11.86,4.53,11.42,0,393,27,13,237,not valid frame,1,14726,30098
1.54,12.88,18.89,3.72,18.03,0,393,27,13,237,not valid frame,1,14726,30098
1.55,16.28,12.19,3.08,12.85,0,393,27,13,237,not valid frame,1,14726,30098
1.57,11.45,16.06,3.95,16.64,0,393,27,13,237,not valid frame,1,14726,30098
1.58,11.44,11.41,4.7,11.37,0,393,27,13,237,not valid frame,1,14726,30098
1.59,11.21,11.6,4.51,11.46,0,393,27,0,237,not valid frame,1,14726,30098
1.6,11.52,11.31,4.68,11.29,0,393,27,0,237,not valid frame,1,14726,30098
1.62,11.43,11.24,4.72,11.49,0,393,27,13,237,not valid frame,1,14726,30098
1.63,11.55,11.69,4.55,11.41,0,393,27,0,237,not valid frame,1,14726,30098
1.64,11.52,11.53,4.63,11.72,0,393,27,0,237,not valid frame,1,14726,30086
1.65,11.48,11.47,4.59,11.37,0,393,27,0,237,not valid frame,1,14726,30086
1.66,11.63,11.39,4.74,11.48,0,393,27,0,237,not valid frame,1,14726,30086
1.67,15.81,12.67,4.57,11.58,0,393,27,0,237,not valid frame,1,14726,30086
1.69,11.46,14.86,6.52,15.79,0,393,27,0,237,not valid frame,1,14726,30086
1.7,11.12,11.29,4.52,11.51,0,393,27,0,237,not valid frame,1,14726,30086
1.71,11.37,11.07,4.6,11.15,0,393,27,13,237,not valid frame,1,14726,30086
1.72,11.31,11.52,4.48,11.39,0,393,27,0,237,not valid frame,1,14726,30086
1.73,11.43,11.31,4.56,11.25,0,393,27,0,237,not valid frame,1,14726,30086
1.75,11.29,11.3,4.58,11.48,0,393,27,0,237,not valid frame,1,14726,30086
1.76,13.13,11.49,4.52,11.22,0,393,27,13,237,not valid frame,1,14726,30086
1.77,11.3,12.97,4.74,13.15,0,393,27,13,237,not valid frame,1,14726,30086
1.78,11.53,11.24,4.59,11.3,0,393,27,13,237,not valid frame,1,14726,30086
1.79,11.47,11.75,5.27,11.59,0,393,27,13,237,not valid frame,1,14726,30086
1.8,11.15,11.29,4.52,11.42,0,393,27,0,237,not valid frame,1,14726,30086
1.82,11.43,11.28,4.63,11.22,0,393,27,13,237,not valid frame,1,14726,30086
1.83,16.04,12.42,4.65,11.36,0,393,27,14,237,not valid frame,1,14726,30086
1.84,19.52,16.17,5.81,16.05,0,395,28,0,237,not valid frame,1,14726,30130
1.86,16.45,19.2,4.99,19.25,0,395,28,0,237,not valid frame,1,14726,30130
1.88,11.66,15.62,3.83,16.78,0,393,27,0,237,not valid frame,1,14726,30086
1.89,19.64,11.62,4.63,11.56,0,393,27,0,237,not valid frame,1,14726,30086
1.91,22.02,20.45,3.76,19.37,0,395,28,14,237,not valid frame,1,14726,30130
1.93,12.72,22.28,4.7,22.25,0,758160,28,14,237,not valid frame,1,14726,395
1.95,11.26,11.59,4.75,12.81,0,758160,28,0,237,not valid frame,1,14726,395
1.96,11.42,11.39,4.83,11.35,0,759184,28,0,237,not valid frame,1,14726,395
1.97,11.54,11.25,4.61,11.31,0,395,28,0,237,not valid frame,1,14726,30130
1.98,11.38,11.52,4.57,11.54,0,395,28,14,237,not valid frame,1,14726,30130
1.99,11.26,11.57,4.54,11.35,0,395,28,0,237,not valid frame,1,14726,30130
2,11.3,11.05,4.59,11.3,0,395,28,14,237,not valid frame,1,14726,30130
2.01,11.62,11.35,4.7,11.35,0,395,28,0,237,not valid frame,1,14726,30130
2.03,11.61,11.74,4.67,11.54,0,395,28,14,237,not valid frame,1,14726,30130
2.04,11.37,11.48,4.62,11.65,0,395,28,14,237,not valid frame,1,14726,30130
2.05,11.29,11.45,4.71,11.41,0,395,28,0,237,not valid frame,1,14726,30130
2.06,11.35,11.32,4.55,11.23,0,395,28,0,237,not valid frame,1,14726,30130
2.07,11.24,11.32,4.74,11.35,0,396,28,14,237,not valid frame,1,14726,30130
2.08,11.45,11.27,4.81,11.24,0,396,28,14,237,not valid frame,1,14726,30130
2.09,11.86,11.5,4.54,11.49,0,396,28,14,237,not valid frame,1,14726,30130
2.11,11.57,11.91,4.75,12.46,0,396,28,0,237,not valid frame,1,14726,30130
2.12,11.53,11.48,4.74,10.98,0,396,28,14,237,not valid frame,1,14726,30130
2.13,11.11,11.39,4.56,11.45,0,396,28,0,237,not valid frame,1,14726,30130
2.14,11.56,11.18,4.51,11.08,0,396,28,0,237,not valid frame,1,14726,30130
2.15,16.1,12.95,4.63,11.61,0,396,28,0,237,not valid frame,1,14726,30130
2.17,11.3,14.72,5.37,16.17,0,396,28,0,237,not valid frame,1,14726,30130
2.18,11.29,11.28,4.61,11.19,0,396,28,14,237,not valid frame,1,14726,30130
2.19,13.5,11.73,4.54,11.23,0,396,28,0,237,not valid frame,1,14726,30130
2.2,11.09,12.97,4.68,13.6,0,396,28,0,237,not valid frame,1,14726,30130
2.21,11.44,11.28,4.65,11.1,0,760720,29,15,237,not valid frame,1,14726,398
2.23,14.27,11.36,4.65,11.39,0,762768,29,0,237,not valid frame,1,14726,398
2.24,11.08,14.18,8.53,14.16,0,762768,29,15,237,not valid frame,1,14726,398
2.25,11.94,11.21,4.66,11.28,0,763792,29,0,237,not valid frame,1,14726,398
2.26,11.66,11.92,4.88,11.93,0,398,29,15,237,not valid frame,1,14726,30174
2.27,11.16,11.6,4.57,11.6,0,398,29,15,237,not valid frame,1,14726,30174
2.29,11.87,11.31,4.62,11.21,0,398,29,0,237,not valid frame,1,14726,30174
2.3,11.55,11.76,7.14,7.26,0,767152,210,0,237,not valid frame,1,131542,652
2.31,13.1,11.48,4.77,16.01,0,767152,210,18,237,not valid frame,1,131542,652
2.32,11.38,13.3,4.72,13.02,0,39911240,35,0,237,not valid frame,1,15278,768688
2.33,11.58,11.27,4.94,11.49,0,39911336,35,0,237,not valid frame,1,15278,771760
2.35,15.95,12.65,4.86,11.57,0,39911384,35,18,237,not valid frame,1,15278,404
2.36,11.28,14.94,5.22,15.96,0,39911384,35,18,237,not valid frame,1,15278,404
2.37,11.6,11.17,4.73,11.14,0,39911432,35,18,237,not valid frame,1,15278,404
2.38,11.24,11.69,4.81,11.72,0,39911432,35,18,237,not valid frame,1,15278,404
2.4,11.53,11.25,4.89,11.27,0,39911432,35,18,237,not valid frame,1,15278,404
2.41,11.27,11.41,4.89,11.42,0,39911432,35,18,237,not valid frame,1,15278,405
2.42,11.43,11.41,4.87,11.34,0,39911432,35,0,237,not valid frame,1,15278,404
2.43,11.41,11.32,4.86,11.44,0,39911432,35,18,237,not valid frame,1,15278,404
2.44,11.19,11.35,4.77,11.33,0,39911432,35,0,237,not valid frame,1,15278,404
