2.608622000000000111e-03,5.438887197079266857e-04,5.438887326521317468e-04,5.438887222969700317e-04,1.110114180530473969e-03,1.504642658285989566e-03,5.438891953716765018e-04,8.209177084270713465e-04
2.608622000000000111e-03,5.438887197079266857e-04,5.438887326521317468e-04,5.438887222969700317e-04,1.110114180530473969e-03,1.504642658285989566e-03,5.438891953716765018e-04,8.209177084270713465e-04
2.669067999999999701e-03,6.979570801024671117e-04,6.979570854707552825e-04,6.979570811763008420e-04,1.110114180530473969e-03,1.504642658285989566e-03,6.979569820696553172e-04,5.420159703706239895e-04
5.361428000000000547e-03,8.283583013106779729e-04,8.283582996123359850e-04,8.283583009711568100e-04,1.096402333884493631e-03,1.504642658285989566e-03,8.283576681478712830e-04,6.780074198675656305e-04
4.824619999999999625e-04,8.283583013106779729e-04,8.283582996123359850e-04,8.283583009711568100e-04,1.096402333884493631e-03,1.504642658285989566e-03,8.283576681478712830e-04,6.780074198675656305e-04
4.295019999999999546e-04,8.283583013106779729e-04,8.283582996123359850e-04,8.283583009711568100e-04,1.096402333884493631e-03,1.504642658285989566e-03,8.283576681478712830e-04,6.780074198675656305e-04
4.264519999999999617e-04,8.283583013106779729e-04,8.283582996123359850e-04,8.283583009711568100e-04,1.096402333884493631e-03,1.504642658285989566e-03,8.283576681478712830e-04,6.780074198675656305e-04
4.444750000000000025e-04,8.283583013106779729e-04,8.283582996123359850e-04,8.283583009711568100e-04,1.096402333884493631e-03,1.504642658285989566e-03,8.283576681478712830e-04,6.780074198675656305e-04
4.272839999999999971e-04,8.283583013106779729e-04,8.283582996123359850e-04,8.283583009711568100e-04,1.096402333884493631e-03,1.504642658285989566e-03,8.283576681478712830e-04,6.780074198675656305e-04
4.383750000000000168e-04,8.283583013106779729e-04,8.283582996123359850e-04,8.283583009711568100e-04,1.096402333884493631e-03,1.504642658285989566e-03,8.283576681478712830e-04,6.780074198675656305e-04
4.278380000000000464e-04,7.846639972985055026e-04,7.846639978478696592e-04,7.846639974085343507e-04,1.096402333884493631e-03,1.504642658285989566e-03,7.846635343462607121e-04,6.529856931254407471e-04
4.400380000000000177e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
4.802430000000000435e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.390259999999999583e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.772909999999999587e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.490090000000000421e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.842220000000000182e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.692499999999999860e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.132389999999999695e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.149040000000000561e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.126850000000000287e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.282130000000000332e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.076949999999999562e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
4.977129999999999966e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.442949999999999785e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.417990000000000349e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.495629999999999829e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.243309999999999508e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.379180000000000766e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
5.063080000000000185e-04,6.390163172579304933e-04,6.390163252996483925e-04,6.390163188664595584e-04,1.096402333884493631e-03,1.504642658285989566e-03,6.390164216742256565e-04,6.803180002523667724e-04
