1.89E-02,1.64E-02
1.89E-02,1.64E-02
1.61E-02,1.42E-02
1.01E-01,9.47E-02
5.08E-03,1.27E-03
2.21E-03,1.27E-03
2.01E-03,1.27E-03
2.14E-03,1.27E-03
2.37E-03,1.27E-03
2.45E-03,1.27E-03
2.28E-03,1.27E-03
2.23E-03,1.27E-03
2.20E-03,1.27E-03
2.49E-03,1.27E-03
2.35E-03,1.27E-03
2.43E-03,1.27E-03
2.50E-03,1.27E-03
2.34E-03,1.27E-03
2.47E-03,1.26E-03
2.31E-03,1.26E-03
2.15E-03,1.26E-03
2.42E-03,1.26E-03
2.35E-03,1.26E-03
2.43E-03,1.26E-03
2.38E-03,1.26E-03
2.44E-03,1.26E-03
2.24E-03,1.26E-03
2.46E-03,1.26E-03
2.21E-03,1.26E-03
2.38E-03,1.26E-03
2.46E-03,1.25E-03
2.40E-03,1.26E-03
2.45E-03,1.26E-03
2.54E-03,1.26E-03
2.37E-03,1.26E-03
2.32E-03,1.27E-03
2.29E-03,1.26E-03
2.31E-03,1.25E-03
1.16E-03,1.25E-03
1.13E-03,1.25E-03
1.19E-03,1.25E-03
1.24E-03,1.25E-03
1.15E-03,1.25E-03
1.15E-03,1.25E-03
1.20E-03,1.25E-03
1.16E-03,1.25E-03
1.16E-03,1.25E-03
1.20E-03,1.25E-03
1.20E-03,1.25E-03
1.21E-03,1.25E-03
1.21E-03,1.23E-03
1.15E-03,1.23E-03
1.29E-03,1.23E-03
1.17E-03,1.22E-03
1.14E-03,1.18E-03
1.17E-03,1.16E-03
1.11E-03,1.15E-03
1.10E-03,1.16E-03
1.22E-03,1.16E-03
1.18E-03,1.16E-03
1.11E-03,1.16E-03
1.12E-03,1.14E-03
1.21E-03,1.14E-03
1.14E-03,1.15E-03
1.15E-03,1.13E-03
1.13E-03,1.14E-03
1.11E-03,1.15E-03
1.08E-03,1.15E-03
1.10E-03,1.15E-03
1.10E-03,1.15E-03
1.14E-03,1.14E-03
1.13E-03,1.14E-03
1.15E-03,1.14E-03
1.12E-03,1.14E-03
1.10E-03,1.14E-03
1.14E-03,1.13E-03
1.16E-03,1.15E-03
1.13E-03,1.14E-03
1.15E-03,1.14E-03
1.07E-03,1.14E-03
1.15E-03,1.14E-03
1.10E-03,1.14E-03
1.10E-03,1.14E-03
1.16E-03,1.14E-03
1.22E-03,1.14E-03
1.19E-03,1.14E-03
1.15E-03,1.14E-03
1.11E-03,1.14E-03
1.16E-03,1.14E-03
1.11E-03,1.14E-03
1.12E-03,1.14E-03
1.13E-03,1.14E-03
1.14E-03,1.14E-03
1.12E-03,1.14E-03
1.07E-03,1.14E-03
1.06E-03,1.14E-03
1.09E-03,1.14E-03
1.08E-03,1.18E-03
1.13E-03,1.18E-03
1.23E-03,1.18E-03
1.19E-03,1.18E-03
1.14E-03,1.18E-03
1.17E-03,1.18E-03
1.13E-03,1.19E-03
1.19E-03,1.18E-03
1.15E-03,1.17E-03
1.21E-03,1.20E-03
1.13E-03,1.21E-03
1.14E-03,1.20E-03
1.90E-03,1.20E-03
1.15E-03,1.20E-03
1.19E-03,1.20E-03
1.18E-03,1.20E-03
1.18E-03,1.20E-03
1.22E-03,1.20E-03
1.16E-03,1.20E-03
1.16E-03,1.20E-03
1.31E-03,1.20E-03
1.23E-03,1.20E-03
1.15E-03,1.20E-03
1.17E-03,1.20E-03
1.25E-03,1.20E-03
1.21E-03,1.20E-03
1.22E-03,1.20E-03
1.17E-03,1.20E-03
1.17E-03,1.20E-03
1.18E-03,1.21E-03
1.24E-03,1.21E-03
1.18E-03,1.21E-03
1.16E-03,1.20E-03
1.23E-03,1.20E-03
1.24E-03,1.19E-03
1.24E-03,1.21E-03
1.27E-03,1.21E-03
1.27E-03,1.22E-03
1.30E-03,1.33E-03
1.44E-03,1.42E-03
4.38E-03,1.65E-03
4.46E-03,5.18E-03
1.10E-02,2.01E-02
1.30E-03,1.15E-03
1.21E-03,1.15E-03
1.26E-03,1.15E-03
1.19E-03,1.15E-03
1.16E-03,1.15E-03
1.17E-03,1.15E-03
1.21E-03,1.15E-03
1.28E-03,1.15E-03
1.15E-03,1.15E-03
1.21E-03,1.15E-03
1.16E-03,1.15E-03
1.15E-03,1.15E-03
1.18E-03,1.16E-03
1.23E-03,1.16E-03
1.18E-03,1.16E-03
1.22E-03,1.16E-03
1.17E-03,1.16E-03
1.22E-03,1.16E-03
1.20E-03,1.16E-03
1.15E-03,1.16E-03
1.23E-03,1.16E-03
1.16E-03,1.16E-03
1.23E-03,1.16E-03
1.20E-03,1.16E-03
1.15E-03,1.16E-03
1.25E-03,1.16E-03
1.17E-03,1.16E-03
1.23E-03,1.16E-03
1.18E-03,1.15E-03
1.17E-03,1.15E-03
1.17E-03,1.14E-03
1.20E-03,1.13E-03
1.17E-03,1.14E-03
1.30E-03,1.14E-03
1.22E-03,1.13E-03
1.24E-03,1.14E-03
1.19E-03,1.15E-03
1.16E-03,1.16E-03
1.18E-03,1.18E-03
1.14E-03,1.17E-03
1.18E-03,1.15E-03
1.18E-03,1.16E-03
1.13E-03,1.16E-03
1.11E-03,1.16E-03
1.17E-03,1.16E-03
1.52E-03,1.16E-03
1.14E-03,1.17E-03
1.19E-03,1.17E-03
1.12E-03,1.18E-03
1.16E-03,1.18E-03
1.19E-03,1.18E-03
1.17E-03,1.18E-03
1.14E-03,1.18E-03
1.17E-03,1.18E-03
1.23E-03,1.18E-03
1.16E-03,1.17E-03
1.09E-03,1.16E-03
1.18E-03,1.23E-03
1.22E-03,1.22E-03
1.21E-03,1.23E-03
1.18E-03,1.23E-03
1.24E-03,1.25E-03
1.20E-03,1.24E-03
1.07E-03,1.23E-03
1.19E-03,1.23E-03
1.16E-03,1.23E-03
1.13E-03,1.23E-03
1.17E-03,1.23E-03
1.19E-03,1.23E-03
1.14E-03,1.23E-03
1.18E-03,1.23E-03
1.19E-03,1.23E-03
1.13E-03,1.23E-03
1.19E-03,1.23E-03
1.21E-03,1.23E-03
1.14E-03,1.23E-03
1.23E-03,1.23E-03
1.18E-03,1.23E-03
1.21E-03,1.23E-03
1.17E-03,1.23E-03
1.13E-03,1.23E-03
1.21E-03,1.23E-03
