Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),Context,,,,,,,,
25,13.54,13.56,6.36,13.52,0,,,,,,,,
50,14.1,14.18,6.84,14.43,0,,,,,,,,
75,19,19.12,7.82,19.08,0,,,,,,,,
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),Context,DrawPrimitiveCalls,MeshDrawCalls,LastRendered,LightsInScene,ShadowedLight,UnshadowedLight,StaticMeshTriangles,Triangles
0,13.57,12.21,5.01,0,0,not valid frame,not valid frame,171,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.01,12.27,12.38,5.5,12.88,0,not valid frame,not valid frame,170,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.03,9.11,12.11,5.79,12.22,0,not valid frame,not valid frame,169,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.03,8.33,8.41,5.76,12.1,0,56170020,864,0,278,not valid frame,1,17083,2609328
0.04,13.19,12.51,9.75,8.49,0,56170020,861,0,278,not valid frame,1,17083,1111
0.06,19.7,10.98,7.63,12.61,0,56170020,861,0,278,not valid frame,1,17083,1111
0.08,18.13,19.17,6.62,10.81,0,56170020,857,0,278,not valid frame,1,17083,1105
0.09,16.3,18.78,11.14,20.26,0,56170020,857,0,278,not valid frame,1,17083,1252
0.11,12.74,14.54,9.83,19.34,0,56170020,857,0,278,not valid frame,1,17083,1252
0.12,12.74,12.85,6.46,12.8,0,56170020,856,166,278,not valid frame,1,17083,1249
0.14,12.98,12.95,6.67,12.88,0,56170020,856,0,278,not valid frame,1,17083,1252
0.15,12.94,12.8,6.56,13.06,0,56170020,856,0,278,not valid frame,1,17083,1250
0.16,12.94,12.89,6.54,12.92,0,56170020,856,166,278,not valid frame,1,17083,1250
0.17,13.13,13.2,6.58,12.73,0,56170020,856,165,278,not valid frame,1,17083,1252
0.19,12.96,13,6.67,13.29,0,56170020,856,164,278,not valid frame,1,17083,1247
0.2,13.16,13.06,6.57,12.92,0,56170020,894,0,278,not valid frame,1,17083,1309
0.21,16.65,14.73,6.62,13.16,0,56170020,866,0,278,not valid frame,1,17083,2609744
0.23,13.18,15.08,9.88,18.35,0,56170020,853,155,278,not valid frame,1,17083,2611152
0.24,20.76,13.2,6.81,11.4,0,56170020,836,157,278,not valid frame,1,17083,2614096
