Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),Context,,,,,,,,
25,12.71,12.73,4.65,12.71,0,,,,,,,,
50,13.25,13.28,4.9,13.27,0,,,,,,,,
75,17.15,17.23,5.25,17.2,0,,,,,,,,
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),Context,DrawPrimitiveCalls,MeshDrawCalls,LastRendered,LightsInScene,ShadowedLight,UnshadowedLight,StaticMeshTriangles,Triangles
0,14.03,7.96,1.82,0,0,not valid frame,not valid frame,42,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.01,12.54,14.94,4.47,18.77,0,not valid frame,not valid frame,42,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.03,8.33,9.96,1.94,7.6,0,not valid frame,not valid frame,42,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.03,8.33,7.4,1.95,7.94,0,282,70,42,198,not valid frame,not valid frame,187178,189147
0.04,8.33,7.43,1.95,7.94,0,279,70,42,198,not valid frame,not valid frame,187178,189115
0.05,15.64,7.4,2.08,8.88,0,278,70,0,198,not valid frame,not valid frame,187178,189101
0.07,13.11,15.88,11.31,19.12,0,394,70,0,198,not valid frame,not valid frame,187178,200977
0.08,11.86,13.02,4.6,11.36,0,394,70,42,198,not valid frame,not valid frame,187178,200977
0.09,11.42,11.84,2.99,10.89,0,395,70,0,198,not valid frame,not valid frame,187178,200989
0.1,11.63,11.48,2.94,11.49,0,395,69,0,198,not valid frame,not valid frame,187178,201161
0.12,19.32,12.31,3.03,11.52,0,398,69,42,198,not valid frame,not valid frame,187178,201185
0.13,16.65,19.02,3.06,19.45,0,394,69,42,198,not valid frame,not valid frame,187178,201149
0.15,16.89,16.49,3.8,16.75,0,394,69,0,198,not valid frame,not valid frame,187178,201149
0.17,18.46,17.4,2.95,16.73,0,396,69,0,198,not valid frame,not valid frame,187178,201165
0.19,11.61,17.61,3.93,18.85,0,396,69,0,198,not valid frame,not valid frame,187178,201165
0.2,11.98,11.91,4.37,11.58,0,396,69,42,198,not valid frame,not valid frame,187178,201165
