Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),Context,,,,,,,,
3.38,19.4,19.64,4.64,19.5,0,396,28,14,237,not valid frame,1,14726,30142
3.4,13.94,19.32,4.79,19.44,0,396,28,14,237,not valid frame,1,14726,30130
3.42,11.37,12.97,5.19,14.04,0,396,28,0,237,not valid frame,1,14726,30130
3.43,11.66,11.52,4.72,11.23,0,396,28,14,237,not valid frame,1,14726,30130
3.44,11.82,11.71,4.64,11.72,0,396,28,14,237,not valid frame,1,14726,30130
3.45,11.61,11.61,4.82,11.79,0,396,28,0,237,not valid frame,1,14726,30130
3.46,11.36,11.63,4.8,11.59,0,396,28,0,237,not valid frame,1,14726,30130
3.48,21.58,11.49,4.66,11.39,0,1791888,29,0,237,not valid frame,1,14726,398
3.5,18.91,22.32,6.85,21.45,0,1791888,29,0,237,not valid frame,1,14726,398
3.52,17.16,19.01,4.9,18.94,0,1792912,29,15,237,not valid frame,1,14726,398
3.53,11.42,16.24,4.59,17.18,0,1793936,29,0,237,not valid frame,1,14726,398
3.54,11.52,11.51,4.63,11.5,0,398,29,0,237,not valid frame,1,14726,30174
3.56,11.54,11.39,4.85,11.5,0,398,29,0,237,not valid frame,1,14726,30174
3.57,11.52,11.54,4.74,11.49,0,398,29,0,237,not valid frame,1,14726,30174
3.58,11.87,11.7,6.49,5.29,0,1796272,208,0,237,not valid frame,1,131142,650
3.59,20.36,13.51,8.27,18.08,0,39976776,33,0,237,not valid frame,1,14878,1796784
3.61,15.15,19.65,5.25,20.38,0,39976776,33,0,237,not valid frame,1,14878,1796784
3.63,11.74,14.04,4.98,15.2,0,39976872,33,17,237,not valid frame,1,14878,1797808
3.64,11.58,11.85,4.89,11.7,0,39976872,33,0,237,not valid frame,1,14878,1797808
3.65,11.41,11.42,4.68,11.5,0,39976920,33,17,237,not valid frame,1,14878,402
3.66,11.42,11.46,5.12,11.45,0,39976968,33,17,237,not valid frame,1,14878,402
3.67,13.18,11.6,4.91,11.42,0,39976968,33,0,237,not valid frame,1,14878,402
3.69,11.81,13,7.08,13.19,0,39976968,33,0,237,not valid frame,1,14878,402
3.7,11.32,11.77,4.73,11.74,0,39976968,33,17,237,not valid frame,1,14878,402
