Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=%,CPU temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU clock=MHz,CPU power=W,RAM usage=MB,Framerate=FPS,Frametime=ms
0,83,100,4886.16,1721,5508,90,44,15.625,6.250002,15.625,10.9375,12.5,6.250002,10.9375,7.812502,14.0625,9.375002,9.375002,7.812502,10.54688,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,16.38306,7897,0,0
304,83,100,4886.16,1721,5508,90,44,15.625,6.250002,15.625,10.9375,12.5,6.250002,10.9375,7.812502,14.0625,9.375002,9.375002,7.812502,10.54688,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,16.38306,7897,0,0
607,83,100,4886.16,1721,5508,90,44,15.625,6.250002,15.625,10.9375,12.5,6.250002,10.9375,7.812502,14.0625,9.375002,9.375002,7.812502,10.54688,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,16.38306,7897,0,0
912,83,100,4886.348,1670.5,5508,85,47,14.3401,3.236043,19.09899,6.408631,15.9264,4.822337,19.09899,1.649748,4.822337,4.822337,7.994926,6.408631,9.052455,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,16.98853,7900,0,0
1216,83,100,4886.348,1670.5,5508,85,47,14.3401,3.236043,19.09899,6.408631,15.9264,4.822337,19.09899,1.649748,4.822337,4.822337,7.994926,6.408631,9.052455,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,16.98853,7900,0,0
1520,83,100,4886.348,1670.5,5508,85,47,14.3401,3.236043,19.09899,6.408631,15.9264,4.822337,19.09899,1.649748,4.822337,4.822337,7.994926,6.408631,9.052455,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,16.98853,7900,0,0
1832,83,84,4918.098,1784.5,5508,43,50,16.87331,8.419749,23.91795,7.010823,19.69117,5.601896,9.828676,4.192969,12.64653,5.601896,12.64653,8.419749,11.2376,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,18.30895,7896,0,96271.29
2137,83,84,4918.098,1784.5,5508,43,50,16.87331,8.419749,23.91795,7.010823,19.69117,5.601896,9.828676,4.192969,12.64653,5.601896,12.64653,8.419749,11.2376,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,18.30895,7896,0,96271.29
2442,83,84,4918.098,1784.5,5508,43,50,16.87331,8.419749,23.91795,7.010823,19.69117,5.601896,9.828676,4.192969,12.64653,5.601896,12.64653,8.419749,11.2376,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,18.30895,7896,0,96271.29
2746,84,98,4900.723,1771.5,5508,96,49,15.49393,6.870863,65.50773,25.84161,15.49393,6.870863,20.66777,10.32009,12.0447,5.146249,17.21854,20.66777,18.512,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,24.14695,7899,75.9,143.76
