Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=%,CPU temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU clock=MHz,CPU power=W,RAM usage=MB,Framerate=FPS,Frametime=ms
0,59,1,4721.09,139,405,15,49,39.0625,18.75,9.375002,14.0625,12.5,10.9375,4.687502,1.562502,12.5,10.9375,12.5,15.625,13.54167,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,28.39893,8072,0,0
304,59,1,4721.09,139,405,15,49,39.0625,18.75,9.375002,14.0625,12.5,10.9375,4.687502,1.562502,12.5,10.9375,12.5,15.625,13.54167,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,28.39893,8072,0,0
608,59,2,4721.277,139,405,15,49,35.34483,44.58128,18.41133,16.87192,6.096061,1.477835,0,1.477835,4.556653,1.477835,0,7.63547,11.49426,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,25.99953,8078,0,0
912,59,2,4721.277,139,405,15,49,35.34483,44.58128,18.41133,16.87192,6.096061,1.477835,0,1.477835,4.556653,1.477835,0,7.63547,11.49426,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,25.99953,8078,0,0
1216,59,2,4721.277,139,405,15,49,35.34483,44.58128,18.41133,16.87192,6.096061,1.477835,0,1.477835,4.556653,1.477835,0,7.63547,11.49426,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,25.99953,8078,0,0
1521,59,2,4721.277,139,405,15,49,35.34483,44.58128,18.41133,16.87192,6.096061,1.477835,0,1.477835,4.556653,1.477835,0,7.63547,11.49426,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,25.99953,8078,0,0
1825,59,5,4721.277,139,405,15,48,38.13452,20.68528,14.3401,6.408631,14.3401,1.649748,7.994926,0.06345401,6.408631,0.06345401,12.75381,17.51269,11.69628,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,28.20332,8086,0,0
2129,59,5,4721.277,139,405,15,48,38.13452,20.68528,14.3401,6.408631,14.3401,1.649748,7.994926,0.06345401,6.408631,0.06345401,12.75381,17.51269,11.69628,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,28.20332,8086,0,0
2500,59,5,4721.277,139,405,15,48,38.13452,20.68528,14.3401,6.408631,14.3401,1.649748,7.994926,0.06345401,6.408631,0.06345401,12.75381,17.51269,11.69628,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,28.20332,8086,0,0
2921,59,2,4657.277,139,405,14,48,46.37059,14.48284,18.83117,4.336737,5.78618,1.43785,5.78618,1.43785,10.13451,2.887293,7.235623,11.58395,10.85923,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,27.8998,8025,0,0
3255,59,2,4657.277,139,405,14,48,46.37059,14.48284,18.83117,4.336737,5.78618,1.43785,5.78618,1.43785,10.13451,2.887293,7.235623,11.58395,10.85923,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,27.8998,8025,0,0
3559,59,2,4657.277,139,405,14,48,46.37059,14.48284,18.83117,4.336737,5.78618,1.43785,5.78618,1.43785,10.13451,2.887293,7.235623,11.58395,10.85923,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,27.8998,8025,0,0
3865,63,98,4434.027,1797,5508,76,44,24.95998,11.61953,29.96265,14.95464,16.6222,14.95464,39.96798,13.28709,41.63554,21.62487,14.95464,18.28976,21.90279,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,33.40558,8082,1,64052.52
4173,63,98,4434.027,1797,5508,76,44,24.95998,11.61953,29.96265,14.95464,16.6222,14.95464,39.96798,13.28709,41.63554,21.62487,14.95464,18.28976,21.90279,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,33.40558,8082,1,64052.52
4478,63,98,4434.027,1797,5508,76,44,24.95998,11.61953,29.96265,14.95464,16.6222,14.95464,39.96798,13.28709,41.63554,21.62487,14.95464,18.28976,21.90279,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,33.40558,8082,1,64052.52
4782,66,97,4432.652,1835,5508,83,48,39.72081,30.20305,33.37564,25.44416,22.27158,25.44416,44.4797,19.09899,33.37564,15.9264,20.68528,9.581221,26.63388,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,27.04719,8074,137.1,23.508
5088,66,97,4432.652,1835,5508,83,48,39.72081,30.20305,33.37564,25.44416,22.27158,25.44416,44.4797,19.09899,33.37564,15.9264,20.68528,9.581221,26.63388,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,27.04719,8074,137.1,23.508
5410,66,97,4432.652,1835,5508,83,48,39.72081,30.20305,33.37564,25.44416,22.27158,25.44416,44.4797,19.09899,33.37564,15.9264,20.68528,9.581221,26.63388,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,27.04719,8074,137.1,23.508
5715,68,97,4432.652,1835,5508,84,48,21.875,26.5625,28.125,23.4375,26.5625,32.8125,28.125,15.625,29.6875,21.875,31.25,17.1875,25.26042,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,23.51086,8074,135.3,11.303
6021,68,97,4432.652,1835,5508,84,48,21.875,26.5625,28.125,23.4375,26.5625,32.8125,28.125,15.625,29.6875,21.875,31.25,17.1875,25.26042,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,23.51086,8074,135.3,11.303
6334,68,97,4432.652,1835,5508,84,48,21.875,26.5625,28.125,23.4375,26.5625,32.8125,28.125,15.625,29.6875,21.875,31.25,17.1875,25.26042,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,23.51086,8074,135.3,11.303
6638,68,97,4508.641,1835,5508,83,48,35.9375,21.875,28.125,29.6875,20.3125,23.4375,12.5,18.75,20.3125,18.75,28.125,17.1875,22.91667,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,21.56616,8075,134,11.466
6943,68,97,4508.641,1835,5508,83,48,35.9375,21.875,28.125,29.6875,20.3125,23.4375,12.5,18.75,20.3125,18.75,28.125,17.1875,22.91667,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,21.56616,8075,134,11.466
7248,68,97,4508.641,1835,5508,83,48,35.9375,21.875,28.125,29.6875,20.3125,23.4375,12.5,18.75,20.3125,18.75,28.125,17.1875,22.91667,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,21.56616,8075,134,11.466
7554,68,97,4508.641,1835,5508,83,48,35.9375,21.875,28.125,29.6875,20.3125,23.4375,12.5,18.75,20.3125,18.75,28.125,17.1875,22.91667,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,21.56616,8075,134,11.466
7864,69,97,4509.141,1835,5508,82,46,29.6875,25,32.8125,26.5625,25,28.125,26.5625,23.4375,28.125,10.9375,21.875,21.875,25,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,22.24908,8077,130.5,9.72
8170,69,97,4509.141,1835,5508,82,46,29.6875,25,32.8125,26.5625,25,28.125,26.5625,23.4375,28.125,10.9375,21.875,21.875,25,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,22.24908,8077,130.5,9.72
8475,69,97,4509.141,1835,5508,82,46,29.6875,25,32.8125,26.5625,25,28.125,26.5625,23.4375,28.125,10.9375,21.875,21.875,25,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,22.24908,8077,130.5,9.72
8779,69,98,4467.016,1835,5508,83,47,37.5,24.56897,33.80542,26.10838,26.10838,35.34483,24.56897,16.87192,30.7266,16.87192,33.80542,21.49015,27.31425,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,27.5547,8063,163.8,69.096
9085,69,98,4467.016,1835,5508,83,47,37.5,24.56897,33.80542,26.10838,26.10838,35.34483,24.56897,16.87192,30.7266,16.87192,33.80542,21.49015,27.31425,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,27.5547,8063,163.8,69.096
9390,69,98,4467.016,1835,5508,83,47,37.5,24.56897,33.80542,26.10838,26.10838,35.34483,24.56897,16.87192,30.7266,16.87192,33.80542,21.49015,27.31425,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,27.5547,8063,163.8,69.096
9697,68,98,4512.328,1835,5508,81,58,33.80542,51.5625,45.3125,25,21.875,26.5625,25,25,29.6875,25,20.3125,25,29.50983,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,32.25922,8082,83.7,273.61
10003,68,98,4512.328,1835,5508,81,58,33.80542,51.5625,45.3125,25,21.875,26.5625,25,25,29.6875,25,20.3125,25,29.50983,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,32.25922,8082,83.7,273.61
10307,68,98,4512.328,1835,5508,81,58,33.80542,51.5625,45.3125,25,21.875,26.5625,25,25,29.6875,25,20.3125,25,29.50983,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,32.25922,8082,83.7,273.61
10612,69,98,4527.578,1835,5508,84,52,34.96193,34.96193,33.37564,33.37564,30.20305,30.20305,31.78934,28.125,34.375,34.375,31.25,32.8125,32.484,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,34.54724,8103,100.8,10.325
10919,69,98,4527.578,1835,5508,84,52,34.96193,34.96193,33.37564,33.37564,30.20305,30.20305,31.78934,28.125,34.375,34.375,31.25,32.8125,32.484,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,34.54724,8103,100.8,10.325
11223,69,98,4527.578,1835,5508,84,52,34.96193,34.96193,33.37564,33.37564,30.20305,30.20305,31.78934,28.125,34.375,34.375,31.25,32.8125,32.484,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,34.54724,8103,100.8,10.325
11528,69,98,4527.578,1835,5508,84,52,34.96193,34.96193,33.37564,33.37564,30.20305,30.20305,31.78934,28.125,34.375,34.375,31.25,32.8125,32.484,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,34.54724,8103,100.8,10.325
11834,70,98,4530.016,1822.5,5508,81,51,34.375,28.125,21.875,23.4375,39.0625,26.5625,21.875,27.03046,19.09899,33.37564,19.09899,28.61675,26.87778,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,34.73799,8104,98.5,10.375
12140,70,98,4530.016,1822.5,5508,81,51,34.375,28.125,21.875,23.4375,39.0625,26.5625,21.875,27.03046,19.09899,33.37564,19.09899,28.61675,26.87778,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,34.73799,8104,98.5,10.375
12446,70,98,4530.016,1822.5,5508,81,51,34.375,28.125,21.875,23.4375,39.0625,26.5625,21.875,27.03046,19.09899,33.37564,19.09899,28.61675,26.87778,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,34.73799,8104,98.5,10.375
12754,70,98,4545.016,1822.5,5508,83,51,37.5,20.3125,26.5625,21.875,23.4375,45.3125,28.125,32.8125,25,23.4375,23.4375,32.8125,28.38542,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,34.22009,8181,97.5,10.839
13061,70,98,4545.016,1822.5,5508,83,51,37.5,20.3125,26.5625,21.875,23.4375,45.3125,28.125,32.8125,25,23.4375,23.4375,32.8125,28.38542,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,34.22009,8181,97.5,10.839
13367,70,98,4545.016,1822.5,5508,83,51,37.5,20.3125,26.5625,21.875,23.4375,45.3125,28.125,32.8125,25,23.4375,23.4375,32.8125,28.38542,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,34.22009,8181,97.5,10.839
13675,70,98,4548.016,1822.5,5508,46,50,50,32.8125,34.375,25,42.1875,45.3125,39.0625,48.4375,26.5625,26.5625,35.9375,39.0625,37.10938,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,37.04419,8258,97.5,11.186
13980,70,98,4548.016,1822.5,5508,46,50,50,32.8125,34.375,25,42.1875,45.3125,39.0625,48.4375,26.5625,26.5625,35.9375,39.0625,37.10938,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,37.04419,8258,97.5,11.186
14285,70,98,4548.016,1822.5,5508,46,50,50,32.8125,34.375,25,42.1875,45.3125,39.0625,48.4375,26.5625,26.5625,35.9375,39.0625,37.10938,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,37.04419,8258,97.5,11.186
14590,69,98,4673.086,1822.5,5508,81,49,31.25,23.4375,32.8125,53.125,31.25,26.5625,34.375,25,31.25,28.125,26.5625,46.875,32.55208,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,35.94647,8289,47.3,251.77
14895,69,98,4673.086,1822.5,5508,81,49,31.25,23.4375,32.8125,53.125,31.25,26.5625,34.375,25,31.25,28.125,26.5625,46.875,32.55208,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,35.94647,8289,47.3,251.77
15200,69,98,4673.086,1822.5,5508,81,49,31.25,23.4375,32.8125,53.125,31.25,26.5625,34.375,25,31.25,28.125,26.5625,46.875,32.55208,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,35.94647,8289,47.3,251.77
15504,69,98,4673.086,1822.5,5508,81,49,31.25,23.4375,32.8125,53.125,31.25,26.5625,34.375,25,31.25,28.125,26.5625,46.875,32.55208,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,35.94647,8289,47.3,251.77
15810,70,98,4798.414,1822.5,5508,81,53,34.375,39.0625,37.5,37.5,37.5,42.1875,25,37.5,29.6875,28.125,43.75,28.125,35.02604,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,39.18036,8345,93.9,18.889
16115,70,98,4798.414,1822.5,5508,81,53,34.375,39.0625,37.5,37.5,37.5,42.1875,25,37.5,29.6875,28.125,43.75,28.125,35.02604,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,39.18036,8345,93.9,18.889
