Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=%,CPU temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU clock=MHz,CPU power=W,RAM usage=MB,Framerate=FPS,Frametime=ms
0,84,100,4879.973,1733.5,5508,92,47,33.80542,29.18719,32.26601,26.10838,49.19951,14.0625,28.125,25,35.9375,15.625,18.75,21.875,27.49512,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,29.1297,7883,0,0
318,84,100,4879.973,1733.5,5508,92,47,33.80542,29.18719,32.26601,26.10838,49.19951,14.0625,28.125,25,35.9375,15.625,18.75,21.875,27.49512,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,29.1297,7883,0,0
622,84,100,4879.973,1733.5,5508,92,47,33.80542,29.18719,32.26601,26.10838,49.19951,14.0625,28.125,25,35.9375,15.625,18.75,21.875,27.49512,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,29.1297,7883,0,0
926,83,100,4880.16,1657.5,5508,82,46,12.5,7.812502,18.75,10.9375,17.1875,7.812502,10.9375,9.375002,14.0625,10.9375,17.1875,10.9375,12.36979,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,16.7807,7886,0,0
1229,83,100,4880.16,1657.5,5508,82,46,12.5,7.812502,18.75,10.9375,17.1875,7.812502,10.9375,9.375002,14.0625,10.9375,17.1875,10.9375,12.36979,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,16.7807,7886,0,0
1534,83,100,4880.16,1657.5,5508,82,46,12.5,7.812502,18.75,10.9375,17.1875,7.812502,10.9375,9.375002,14.0625,10.9375,17.1875,10.9375,12.36979,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,16.7807,7886,0,0
1861,83,100,4880.16,1657.5,5508,82,46,12.5,7.812502,18.75,10.9375,17.1875,7.812502,10.9375,9.375002,14.0625,10.9375,17.1875,10.9375,12.36979,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,16.7807,7886,0,0
2164,83,98,4887.16,1784.5,5508,99,53,19.09899,4.822337,36.54823,4.822337,20.68528,7.994926,14.3401,6.408631,14.3401,9.581221,19.09899,7.994926,13.81134,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,21.42508,7882,0.2,121716.7
2468,83,98,4887.16,1784.5,5508,99,53,19.09899,4.822337,36.54823,4.822337,20.68528,7.994926,14.3401,6.408631,14.3401,9.581221,19.09899,7.994926,13.81134,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,21.42508,7882,0.2,121716.7
2773,83,98,4887.16,1784.5,5508,99,53,19.09899,4.822337,36.54823,4.822337,20.68528,7.994926,14.3401,6.408631,14.3401,9.581221,19.09899,7.994926,13.81134,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,21.42508,7882,0.2,121716.7
