Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=%,CPU temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU clock=MHz,CPU power=W,RAM usage=MB,Framerate=FPS,Frametime=ms
0,83,97,4072.039,1784.5,5508,89,48,34.96193,11.16751,7.994926,11.16751,15.9264,9.581221,12.75381,20.68528,20.68528,9.581221,20.68528,17.51269,16.05859,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,24.79831,7438,199.4,8.166
320,83,97,4072.039,1784.5,5508,89,48,34.96193,11.16751,7.994926,11.16751,15.9264,9.581221,12.75381,20.68528,20.68528,9.581221,20.68528,17.51269,16.05859,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,24.79831,7438,199.4,8.166
624,83,97,4072.039,1784.5,5508,89,48,34.96193,11.16751,7.994926,11.16751,15.9264,9.581221,12.75381,20.68528,20.68528,9.581221,20.68528,17.51269,16.05859,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,24.79831,7438,199.4,8.166
931,84,96,4072.227,1784.5,5508,89,49,29.6875,17.1875,28.125,21.875,18.75,15.625,15.625,17.1875,31.25,14.0625,23.4375,14.0625,20.57292,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,21.20801,7441,202.1,8.595
1235,84,96,4072.227,1784.5,5508,89,49,29.6875,17.1875,28.125,21.875,18.75,15.625,15.625,17.1875,31.25,14.0625,23.4375,14.0625,20.57292,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,21.20801,7441,202.1,8.595
1539,84,96,4072.227,1784.5,5508,89,49,29.6875,17.1875,28.125,21.875,18.75,15.625,15.625,17.1875,31.25,14.0625,23.4375,14.0625,20.57292,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,21.20801,7441,202.1,8.595
1947,79,12,4000.102,139,405,16,51,15.65645,7.079142,9.938246,8.508694,12.79735,7.079142,11.3678,11.3678,34.24062,11.3678,25.66331,9.938246,13.75038,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,24.25676,7388,201.1,5.347
2256,79,12,4000.102,139,405,16,51,15.65645,7.079142,9.938246,8.508694,12.79735,7.079142,11.3678,11.3678,34.24062,11.3678,25.66331,9.938246,13.75038,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,24.25676,7388,201.1,5.347
2561,79,12,4000.102,139,405,16,51,15.65645,7.079142,9.938246,8.508694,12.79735,7.079142,11.3678,11.3678,34.24062,11.3678,25.66331,9.938246,13.75038,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,24.25676,7388,201.1,5.347
2865,81,97,3893.465,1797,5508,89,46,20.75524,5.250829,12.14168,12.14168,8.696254,10.41897,31.09151,10.41897,32.81422,12.14168,19.03253,20.75524,16.3049,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,28.96552,7415,80.5,754.989
