Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=%,CPU temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU clock=MHz,CPU power=W,RAM usage=MB,Framerate=FPS,Frametime=ms
0,66,0,4238.945,1328.5,5508,42,47,21.49015,16.87192,15.33251,19.95074,19.95074,6.096061,15.33251,7.812502,7.812502,1.562502,25,17.1875,14.5333,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,21.26428,7947,0,0
318,66,1,4239.133,1328.5,5508,42,49,14.3401,9.581221,15.9264,14.3401,11.16751,3.236043,7.994926,1.649748,3.236043,1.649748,20.68528,7.994926,9.316838,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,19.34257,7962,0,0
622,66,1,4239.133,1328.5,5508,42,49,14.3401,9.581221,15.9264,14.3401,11.16751,3.236043,7.994926,1.649748,3.236043,1.649748,20.68528,7.994926,9.316838,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,19.34257,7962,0,0
1135,66,1,4239.133,1328.5,5508,42,49,14.3401,9.581221,15.9264,14.3401,11.16751,3.236043,7.994926,1.649748,3.236043,1.649748,20.68528,7.994926,9.316838,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,19.34257,7962,0,0
1452,66,1,4239.133,1328.5,5508,42,49,14.3401,9.581221,15.9264,14.3401,11.16751,3.236043,7.994926,1.649748,3.236043,1.649748,20.68528,7.994926,9.316838,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,19.34257,7962,0,0
1759,65,0,4055.195,151.5,405,14,50,40.48825,8.833065,13.89789,0,7.566858,5.034443,11.36548,1.235821,12.63169,2.502028,8.833065,10.09927,10.20732,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,24.58104,7907,0,0
2117,65,0,4055.195,151.5,405,14,50,40.48825,8.833065,13.89789,0,7.566858,5.034443,11.36548,1.235821,12.63169,2.502028,8.833065,10.09927,10.20732,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,24.58104,7907,0,0
2423,67,97,3958.445,1797,5508,70,53,28.6064,18.40731,53.08421,20.44713,22.48695,28.6064,38.80548,18.40731,38.80548,22.48695,32.68603,28.6064,29.28634,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,37.21152,7928,2.7,25366.98
2727,67,97,3958.445,1797,5508,70,53,28.6064,18.40731,53.08421,20.44713,22.48695,28.6064,38.80548,18.40731,38.80548,22.48695,32.68603,28.6064,29.28634,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,37.21152,7928,2.7,25366.98
3033,67,97,3958.445,1797,5508,70,53,28.6064,18.40731,53.08421,20.44713,22.48695,28.6064,38.80548,18.40731,38.80548,22.48695,32.68603,28.6064,29.28634,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,37.21152,7928,2.7,25366.98
3338,71,97,3958.445,1822.5,5508,79,50,36.88424,27.64779,30.7266,18.41133,29.18719,29.18719,43.04187,27.64779,32.26601,15.33251,30.7266,13.79311,27.90435,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,33.52759,7927,208.9,14.471
3643,71,97,3958.445,1822.5,5508,79,50,36.88424,27.64779,30.7266,18.41133,29.18719,29.18719,43.04187,27.64779,32.26601,15.33251,30.7266,13.79311,27.90435,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,33.52759,7927,208.9,14.471
3948,71,97,3958.445,1822.5,5508,79,50,36.88424,27.64779,30.7266,18.41133,29.18719,29.18719,43.04187,27.64779,32.26601,15.33251,30.7266,13.79311,27.90435,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,33.52759,7927,208.9,14.471
4256,72,96,3958.445,1822.5,5508,79,51,46.06599,31.78934,38.13452,28.61675,27.03046,33.37564,33.37564,27.03046,34.96193,14.3401,33.37564,20.68528,30.73181,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,29.42664,7924,207.4,10.185
4561,72,96,3958.445,1822.5,5508,79,51,46.06599,31.78934,38.13452,28.61675,27.03046,33.37564,33.37564,27.03046,34.96193,14.3401,33.37564,20.68528,30.73181,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,29.42664,7924,207.4,10.185
