Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=%,CPU temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU clock=MHz,CPU power=W,RAM usage=MB,Framerate=FPS,Frametime=ms
0,84,99,4536.246,1771.5,5508,91,53,35.9375,17.1875,48.4375,14.0625,29.6875,10.9375,29.6875,12.5,31.25,14.0625,56.25,14.0625,26.17188,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,36.8822,7128,91.2,13.754
305,84,99,4536.246,1771.5,5508,91,53,35.9375,17.1875,48.4375,14.0625,29.6875,10.9375,29.6875,12.5,31.25,14.0625,56.25,14.0625,26.17188,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,36.8822,7128,91.2,13.754
609,83,98,4536.059,1733.5,5508,90,48,15.33251,9.174879,21.49015,10.71429,9.174879,6.096061,16.87192,12.2537,21.49015,12.2537,16.87192,9.174879,13.40825,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,19.02162,7144,91.8,11.581
914,83,98,4536.059,1733.5,5508,90,48,15.33251,9.174879,21.49015,10.71429,9.174879,6.096061,16.87192,12.2537,21.49015,12.2537,16.87192,9.174879,13.40825,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,19.02162,7144,91.8,11.581
1217,83,98,4536.059,1733.5,5508,90,48,15.33251,9.174879,21.49015,10.71429,9.174879,6.096061,16.87192,12.2537,21.49015,12.2537,16.87192,9.174879,13.40825,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,19.02162,7144,91.8,11.581
1521,83,98,4536.059,1733.5,5508,90,48,15.33251,9.174879,21.49015,10.71429,9.174879,6.096061,16.87192,12.2537,21.49015,12.2537,16.87192,9.174879,13.40825,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,19.02162,7144,91.8,11.581
1825,84,98,4536.059,1746.5,5508,92,46,12.75381,3.236043,9.581221,3.236043,14.3401,6.408631,11.16751,6.408631,12.75381,6.408631,12.75381,4.822337,8.655881,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,19.36054,7150,91.7,12.086
2130,84,98,4536.059,1746.5,5508,92,46,12.75381,3.236043,9.581221,3.236043,14.3401,6.408631,11.16751,6.408631,12.75381,6.408631,12.75381,4.822337,8.655881,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,19.36054,7150,91.7,12.086
2434,84,98,4536.059,1746.5,5508,92,46,12.75381,3.236043,9.581221,3.236043,14.3401,6.408631,11.16751,6.408631,12.75381,6.408631,12.75381,4.822337,8.655881,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,19.36054,7150,91.7,12.086
2738,84,97,4534.809,1797,5508,100,46,7.812502,6.250002,4.687502,3.125002,7.812502,6.250002,9.375002,6.250002,17.1875,4.687502,6.250002,4.687502,7.031251,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,17.16223,7153,79.4,166.979
3043,84,97,4534.809,1797,5508,100,46,7.812502,6.250002,4.687502,3.125002,7.812502,6.250002,9.375002,6.250002,17.1875,4.687502,6.250002,4.687502,7.031251,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,17.16223,7153,79.4,166.979
3348,84,97,4534.809,1797,5508,100,46,7.812502,6.250002,4.687502,3.125002,7.812502,6.250002,9.375002,6.250002,17.1875,4.687502,6.250002,4.687502,7.031251,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,17.16223,7153,79.4,166.979
3653,83,83,3280.926,1797,5508,78,54,28.125,4.687502,10.9375,14.0625,9.375002,7.812502,14.0625,17.1875,42.1875,7.812502,14.0625,4.687502,14.58333,3196.543,3196.543,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,3196.543,22.82361,7090,855.8,87.247
3959,83,83,3280.926,1797,5508,78,54,28.125,4.687502,10.9375,14.0625,9.375002,7.812502,14.0625,17.1875,42.1875,7.812502,14.0625,4.687502,14.58333,3196.543,3196.543,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,3196.543,22.82361,7090,855.8,87.247
4264,83,83,3280.926,1797,5508,78,54,28.125,4.687502,10.9375,14.0625,9.375002,7.812502,14.0625,17.1875,42.1875,7.812502,14.0625,4.687502,14.58333,3196.543,3196.543,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,3196.543,22.82361,7090,855.8,87.247
4570,83,83,3280.926,1797,5508,78,54,28.125,4.687502,10.9375,14.0625,9.375002,7.812502,14.0625,17.1875,42.1875,7.812502,14.0625,4.687502,14.58333,3196.543,3196.543,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,2896.867,3196.543,22.82361,7090,855.8,87.247
4874,82,84,3280.934,1797,5508,77,54,26.5625,4.687502,20.3125,12.5,12.5,14.0625,28.125,1.562502,70.3125,6.250002,60.9375,4.687502,21.875,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,35.23749,7164,2491.2,1.546
5179,82,84,3280.934,1797,5508,77,54,26.5625,4.687502,20.3125,12.5,12.5,14.0625,28.125,1.562502,70.3125,6.250002,60.9375,4.687502,21.875,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,35.23749,7164,2491.2,1.546
5484,82,84,3280.934,1797,5508,77,54,26.5625,4.687502,20.3125,12.5,12.5,14.0625,28.125,1.562502,70.3125,6.250002,60.9375,4.687502,21.875,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,35.23749,7164,2491.2,1.546
5791,82,83,3433.934,1797,5508,78,57,39.0625,4.687502,17.1875,6.250002,12.5,10.9375,12.5,7.812502,68.75,3.125002,67.1875,9.375002,21.61458,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,35.18713,7168,2420.9,4.718
6097,82,83,3433.934,1797,5508,78,57,39.0625,4.687502,17.1875,6.250002,12.5,10.9375,12.5,7.812502,68.75,3.125002,67.1875,9.375002,21.61458,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,35.18713,7168,2420.9,4.718
6401,82,83,3433.934,1797,5508,78,57,39.0625,4.687502,17.1875,6.250002,12.5,10.9375,12.5,7.812502,68.75,3.125002,67.1875,9.375002,21.61458,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,35.18713,7168,2420.9,4.718
6707,82,84,3553.934,1797,5508,78,57,39.0625,1.562502,9.375002,2.235174E-06,7.812502,3.125002,17.1875,1.562502,65.625,1.562502,96.875,1.562502,20.44271,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,36.10077,7211,2466.1,1.861
7013,82,84,3553.934,1797,5508,78,57,39.0625,1.562502,9.375002,2.235174E-06,7.812502,3.125002,17.1875,1.562502,65.625,1.562502,96.875,1.562502,20.44271,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,36.10077,7211,2466.1,1.861
7318,82,84,3553.934,1797,5508,78,57,39.0625,1.562502,9.375002,2.235174E-06,7.812502,3.125002,17.1875,1.562502,65.625,1.562502,96.875,1.562502,20.44271,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,36.10077,7211,2466.1,1.861
7624,81,83,3619.996,1797,5508,76,56,65.625,6.250002,26.5625,4.687502,17.1875,9.375002,14.0625,12.5,39.0625,6.096061,24.56897,7.63547,19.46775,4095.571,4095.571,4295.355,4295.355,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4295.355,33.88732,7296,2345.7,327.92
7929,81,83,3619.996,1797,5508,76,56,65.625,6.250002,26.5625,4.687502,17.1875,9.375002,14.0625,12.5,39.0625,6.096061,24.56897,7.63547,19.46775,4095.571,4095.571,4295.355,4295.355,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4295.355,33.88732,7296,2345.7,327.92
8235,81,83,3619.996,1797,5508,76,56,65.625,6.250002,26.5625,4.687502,17.1875,9.375002,14.0625,12.5,39.0625,6.096061,24.56897,7.63547,19.46775,4095.571,4095.571,4295.355,4295.355,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4295.355,33.88732,7296,2345.7,327.92
8540,81,83,3619.996,1797,5508,76,56,65.625,6.250002,26.5625,4.687502,17.1875,9.375002,14.0625,12.5,39.0625,6.096061,24.56897,7.63547,19.46775,4095.571,4095.571,4295.355,4295.355,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4195.463,4295.355,33.88732,7296,2345.7,327.92
8845,81,79,3619.996,1797,5508,73,54,45.3125,10.9375,21.875,28.125,15.625,15.625,18.75,6.250002,59.375,19.09899,30.20305,4.822337,22.99995,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,35.75935,7329,2365.1,0.812
9151,81,79,3619.996,1797,5508,73,54,45.3125,10.9375,21.875,28.125,15.625,15.625,18.75,6.250002,59.375,19.09899,30.20305,4.822337,22.99995,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,35.75935,7329,2365.1,0.812
9456,81,79,3619.996,1797,5508,73,54,45.3125,10.9375,21.875,28.125,15.625,15.625,18.75,6.250002,59.375,19.09899,30.20305,4.822337,22.99995,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,35.75935,7329,2365.1,0.812
9762,81,58,4477.996,1797,5508,78,52,29.6875,10.9375,14.0625,4.687502,18.75,7.812502,10.9375,9.375002,67.1875,3.125002,53.125,1.562502,19.27083,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,33.82526,7342,2108.9,51.602
10067,81,58,4477.996,1797,5508,78,52,29.6875,10.9375,14.0625,4.687502,18.75,7.812502,10.9375,9.375002,67.1875,3.125002,53.125,1.562502,19.27083,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,33.82526,7342,2108.9,51.602
10373,81,58,4477.996,1797,5508,78,52,29.6875,10.9375,14.0625,4.687502,18.75,7.812502,10.9375,9.375002,67.1875,3.125002,53.125,1.562502,19.27083,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,33.82526,7342,2108.9,51.602
10679,80,49,4478.434,1797,5508,54,59,37.5,18.75,17.1875,15.625,29.6875,12.5,20.3125,12.5,67.1875,14.0625,18.75,12.5,23.04688,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,37.03082,7363,2554.5,4.096
10984,80,49,4478.434,1797,5508,54,59,37.5,18.75,17.1875,15.625,29.6875,12.5,20.3125,12.5,67.1875,14.0625,18.75,12.5,23.04688,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,37.03082,7363,2554.5,4.096
11289,80,49,4478.434,1797,5508,54,59,37.5,18.75,17.1875,15.625,29.6875,12.5,20.3125,12.5,67.1875,14.0625,18.75,12.5,23.04688,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,37.03082,7363,2554.5,4.096
11596,81,87,4523.934,1797,5508,54,59,37.5,18.75,17.1875,15.625,29.6875,12.5,20.3125,12.5,67.1875,14.0625,18.75,12.5,23.04688,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,37.03082,7363,2554.5,4.096
11902,81,87,4523.934,1797,5508,90,55,31.25,6.250002,14.0625,4.687502,21.875,9.375002,10.9375,12.5,65.625,7.812502,28.125,10.9375,18.61979,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,33.77222,7366,2059.2,14.94
12208,81,87,4523.934,1797,5508,90,55,31.25,6.250002,14.0625,4.687502,21.875,9.375002,10.9375,12.5,65.625,7.812502,28.125,10.9375,18.61979,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,33.77222,7366,2059.2,14.94
12518,81,87,4523.934,1797,5508,90,55,31.25,6.250002,14.0625,4.687502,21.875,9.375002,10.9375,12.5,65.625,7.812502,28.125,10.9375,18.61979,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,33.77222,7366,2059.2,14.94
12826,82,98,4787.934,1797,5508,92,50,20.3125,4.687502,10.9375,6.250002,12.5,7.812502,7.812502,6.250002,28.125,12.5,14.0625,7.812502,11.58854,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,23.18335,7389,73.1,16.654
13138,82,98,4787.934,1797,5508,92,50,20.3125,4.687502,10.9375,6.250002,12.5,7.812502,7.812502,6.250002,28.125,12.5,14.0625,7.812502,11.58854,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,23.18335,7389,73.1,16.654
13445,82,98,4787.934,1797,5508,92,50,20.3125,4.687502,10.9375,6.250002,12.5,7.812502,7.812502,6.250002,28.125,12.5,14.0625,7.812502,11.58854,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,23.18335,7389,73.1,16.654
13752,83,98,5073.934,1797,5508,95,47,31.25,20.3125,23.4375,18.75,20.3125,18.75,20.3125,18.75,34.375,23.4375,32.8125,18.75,23.4375,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,22.05353,7379,75,16.758
14057,83,98,5073.934,1797,5508,95,47,31.25,20.3125,23.4375,18.75,20.3125,18.75,20.3125,18.75,34.375,23.4375,32.8125,18.75,23.4375,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,22.05353,7379,75,16.758
14364,83,98,5073.934,1797,5508,95,47,31.25,20.3125,23.4375,18.75,20.3125,18.75,20.3125,18.75,34.375,23.4375,32.8125,18.75,23.4375,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,22.05353,7379,75,16.758
