Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=%,CPU temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU clock=MHz,CPU power=W,RAM usage=MB,Framerate=FPS,Frametime=ms
0,83,100,4329.41,1708.5,5508,84,51,32.8125,10.9375,46.875,17.1875,39.0625,14.0625,32.8125,20.3125,23.4375,17.1875,51.5625,12.5,26.5625,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,34.84137,6994,0,0
318,83,100,4329.41,1708.5,5508,84,51,32.8125,10.9375,46.875,17.1875,39.0625,14.0625,32.8125,20.3125,23.4375,17.1875,51.5625,12.5,26.5625,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,4095.569,34.84137,6994,0,0
624,84,100,4329.598,1759,5508,93,48,15.33251,4.556653,18.41133,4.556653,12.2537,10.71429,9.174879,9.174879,12.2537,4.556653,9.174879,7.63547,9.816299,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,21.44601,7007,0,0
944,84,100,4329.598,1759,5508,93,48,15.33251,4.556653,18.41133,4.556653,12.2537,10.71429,9.174879,9.174879,12.2537,4.556653,9.174879,7.63547,9.816299,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,21.44601,7007,0,0
1256,84,100,4329.598,1759,5508,93,48,15.33251,4.556653,18.41133,4.556653,12.2537,10.71429,9.174879,9.174879,12.2537,4.556653,9.174879,7.63547,9.816299,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,21.44601,7007,0,0
1562,83,100,4329.598,1708.5,5508,84,49,26.5625,12.5,28.125,15.625,21.875,12.5,18.75,9.375002,20.3125,12.5,17.1875,7.812502,16.92708,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,16.96387,7011,0,0
1874,83,100,4329.598,1708.5,5508,84,49,26.5625,12.5,28.125,15.625,21.875,12.5,18.75,9.375002,20.3125,12.5,17.1875,7.812502,16.92708,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,16.96387,7011,0,0
2270,83,100,4329.598,1708.5,5508,84,49,26.5625,12.5,28.125,15.625,21.875,12.5,18.75,9.375002,20.3125,12.5,17.1875,7.812502,16.92708,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,16.96387,7011,0,0
2663,80,14,4250.594,1784.5,5508,48,51,12.34006,4.650593,30.79478,6.188487,16.95374,4.650593,16.95374,6.188487,16.95374,4.650593,16.95374,13.87795,12.59638,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,21.14664,6962,0,61728.6
2968,80,14,4250.594,1784.5,5508,48,51,12.34006,4.650593,30.79478,6.188487,16.95374,4.650593,16.95374,6.188487,16.95374,4.650593,16.95374,13.87795,12.59638,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,21.14664,6962,0,61728.6
3272,80,14,4250.594,1784.5,5508,48,51,12.34006,4.650593,30.79478,6.188487,16.95374,4.650593,16.95374,6.188487,16.95374,4.650593,16.95374,13.87795,12.59638,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,1198.703,21.14664,6962,0,61728.6
3578,84,97,4089.16,1797,5508,97,54,12.9257,12.9257,80.65015,16.15067,20.98813,12.9257,37.113,9.700725,16.15067,9.700725,20.98813,8.088238,21.52563,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,29.74529,7005,141,150.635
3883,84,97,4089.16,1797,5508,97,54,12.9257,12.9257,80.65015,16.15067,20.98813,12.9257,37.113,9.700725,16.15067,9.700725,20.98813,8.088238,21.52563,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,29.74529,7005,141,150.635
4188,84,97,4089.16,1797,5508,97,54,12.9257,12.9257,80.65015,16.15067,20.98813,12.9257,37.113,9.700725,16.15067,9.700725,20.98813,8.088238,21.52563,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,29.74529,7005,141,150.635
4494,84,97,4089.16,1759,5508,92,54,10.9375,4.687502,84.375,9.375002,20.3125,9.375002,15.625,4.687502,7.812502,7.812502,4.687502,7.812502,15.625,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,23.81091,7004,161,6.788
4799,84,97,4089.16,1759,5508,92,54,10.9375,4.687502,84.375,9.375002,20.3125,9.375002,15.625,4.687502,7.812502,7.812502,4.687502,7.812502,15.625,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,23.81091,7004,161,6.788
5104,84,97,4089.16,1759,5508,92,54,10.9375,4.687502,84.375,9.375002,20.3125,9.375002,15.625,4.687502,7.812502,7.812502,4.687502,7.812502,15.625,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,23.81091,7004,161,6.788
5409,83,97,4165.148,1683,5508,83,53,17.1875,9.375002,78.125,7.812502,18.75,4.687502,14.0625,7.812502,10.9375,4.687502,10.9375,12.5,16.40625,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,24.44733,6961,156.4,10.275
5715,83,97,4165.148,1683,5508,83,53,17.1875,9.375002,78.125,7.812502,18.75,4.687502,14.0625,7.812502,10.9375,4.687502,10.9375,12.5,16.40625,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,24.44733,6961,156.4,10.275
6020,83,97,4165.148,1683,5508,83,53,17.1875,9.375002,78.125,7.812502,18.75,4.687502,14.0625,7.812502,10.9375,4.687502,10.9375,12.5,16.40625,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,24.44733,6961,156.4,10.275
6325,83,97,4165.148,1683,5508,83,53,17.1875,9.375002,78.125,7.812502,18.75,4.687502,14.0625,7.812502,10.9375,4.687502,10.9375,12.5,16.40625,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,24.44733,6961,156.4,10.275
