Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=%,CPU temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU clock=MHz,CPU power=W,RAM usage=MB,Framerate=FPS,Frametime=ms
0,83,99,4084.66,1733.5,5508,87,49,23.4375,7.812502,25,14.0625,17.1875,10.9375,25,10.9375,10.9375,9.375002,18.75,10.9375,15.36458,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,20.30066,6955,0,0
318,83,99,4084.66,1733.5,5508,87,49,23.4375,7.812502,25,14.0625,17.1875,10.9375,25,10.9375,10.9375,9.375002,18.75,10.9375,15.36458,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,20.30066,6955,0,0
622,83,99,4084.848,1759,5508,90,49,18.75,10.9375,39.0625,14.0625,17.1875,9.375002,17.1875,10.9375,21.875,12.5,15.625,10.9375,16.53646,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,17.53345,6965,0,0
926,83,99,4084.848,1759,5508,90,49,18.75,10.9375,39.0625,14.0625,17.1875,9.375002,17.1875,10.9375,21.875,12.5,15.625,10.9375,16.53646,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,17.53345,6965,0,0
1231,83,99,4084.848,1759,5508,90,49,18.75,10.9375,39.0625,14.0625,17.1875,9.375002,17.1875,10.9375,21.875,12.5,15.625,10.9375,16.53646,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,17.53345,6965,0,0
1535,83,99,4084.848,1759,5508,90,49,18.75,10.9375,39.0625,14.0625,17.1875,9.375002,17.1875,10.9375,21.875,12.5,15.625,10.9375,16.53646,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,2796.975,17.53345,6965,0,0
2041,79,22,3978.41,139,405,17,47,20.00853,10.6762,37.34002,9.343005,21.34172,9.343005,20.00853,6.676623,13.34258,14.67577,13.34258,13.34258,15.78676,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,20.78987,6905,0,0
2385,79,22,3978.41,139,405,17,47,20.00853,10.6762,37.34002,9.343005,21.34172,9.343005,20.00853,6.676623,13.34258,14.67577,13.34258,13.34258,15.78676,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,4095.571,20.78987,6905,0,0
2723,79,41,3806.348,1721,5508,76,52,16.9686,15.08152,26.40399,18.85568,28.29107,11.30737,35.83937,24.51691,9.420292,9.420292,22.62983,24.51691,20.27099,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,31.07979,6923,0.7,38257.85
3027,79,41,3806.348,1721,5508,76,52,16.9686,15.08152,26.40399,18.85568,28.29107,11.30737,35.83937,24.51691,9.420292,9.420292,22.62983,24.51691,20.27099,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,4095.57,31.07979,6923,0.7,38257.85
