Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),Context,,,,,,,,
25,11.94,11.95,4.61,11.72,0,,,,,,,,
50,12.23,12.23,5.42,12.29,0,,,,,,,,
75,13.44,13.6,6.24,14.26,0,,,,,,,,
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),Context,DrawPrimitiveCalls,MeshDrawCalls,LastRendered,LightsInScene,ShadowedLight,UnshadowedLight,StaticMeshTriangles,Triangles
0,8.33,7.09,1.89,0,0,not valid frame,not valid frame,14,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.01,8.33,7.06,2.09,7.42,0,not valid frame,not valid frame,14,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.02,8.34,6.47,2.05,8.03,0,not valid frame,not valid frame,14,not valid frame,not valid frame,not valid frame,not valid frame,not valid frame
0.03,9.98,7.1,2.05,8.03,0,262,30,0,237,not valid frame,1,14878,17264
0.03,14.85,10.68,2.17,11.84,0,262,30,0,237,not valid frame,1,14878,17264
0.05,11.36,14.15,3.16,14.85,0,262,30,0,237,not valid frame,1,14878,17264
0.06,17.95,11.4,3.13,11.3,0,391,30,0,237,not valid frame,1,14878,29988
0.08,11.53,17.92,3.12,17.99,0,391,30,14,237,not valid frame,1,14878,29988
0.09,11.28,11.43,2.92,11.48,0,391,30,14,237,not valid frame,1,14878,29988
0.1,11.47,11.39,3.12,11.26,0,393,30,0,237,not valid frame,1,14878,30074
0.11,11.41,11.48,3.13,11.44,0,393,30,0,237,not valid frame,1,14878,30250
0.12,14.41,11.33,2.99,11.47,0,393,30,0,237,not valid frame,1,14878,30250
0.14,11.18,14.35,2.92,14.39,0,393,30,0,237,not valid frame,1,14878,30250
0.15,11.35,11.28,3.02,11.25,0,393,30,0,237,not valid frame,1,14878,30250
0.16,15.23,11.35,3.05,11.33,0,393,30,14,237,not valid frame,1,14878,30250
0.18,11.67,15.3,3.1,15.26,0,394,30,0,237,not valid frame,1,14878,30262
0.19,12.68,11.79,3.01,11.59,0,393,30,14,237,not valid frame,1,14878,30250
0.2,11.32,12.46,3.12,12.72,0,393,30,14,237,not valid frame,1,14878,30250
0.21,14.46,11.35,3.06,11.34,0,393,30,0,237,not valid frame,1,14878,30198
0.23,19.2,15.32,3.07,14.45,0,393,30,15,237,not valid frame,1,14878,30198
0.25,13.13,19.06,3.23,19.11,0,393,30,15,237,not valid frame,1,14878,30198
0.26,11.52,12.37,3.12,13.24,0,1783184,32,0,237,not valid frame,1,15278,395
0.27,18.96,12.12,3.03,11.39,0,1783184,32,0,237,not valid frame,1,15278,395
0.29,19.69,19.31,3.35,19.11,0,1784208,32,0,237,not valid frame,1,15278,396
0.31,20.7,19.37,3.62,19.64,0,1785232,32,0,237,not valid frame,1,15278,395
0.33,16.49,20.98,4.74,21.02,0,395,32,15,237,not valid frame,1,15278,30598
0.35,11.38,15.57,4.72,16.49,0,396,32,14,237,not valid frame,1,15278,30582
0.36,11.34,11.34,4.59,11.34,0,393,30,14,237,not valid frame,1,14878,30182
0.37,11.24,11.4,4.76,12.34,0,393,30,0,237,not valid frame,1,14878,30182
0.38,11.28,11.2,4.5,10.32,0,393,30,0,237,not valid frame,1,14878,30182
0.39,11.21,11.28,4.56,11.24,0,393,30,14,237,not valid frame,1,14878,30182
0.4,11.48,11.39,4.59,11.59,0,393,30,0,237,not valid frame,1,14878,30182
0.41,13.33,11.33,4.87,11.13,0,393,30,0,237,not valid frame,1,14878,30182
0.43,11.25,13.3,4.54,13.3,0,393,30,14,237,not valid frame,1,14878,30182
0.44,14.8,11.21,4.43,11.2,0,393,30,0,237,not valid frame,1,14878,30182
0.45,21.76,14.85,4.56,14.74,0,394,30,14,237,not valid frame,1,14878,30182
0.48,17.83,22.51,6.43,21.76,0,394,30,0,237,not valid frame,1,14878,30182
0.49,11.36,17.08,4.54,17.97,0,394,30,0,237,not valid frame,1,14878,30182
0.51,11.68,11.6,4.48,11.24,0,394,30,0,237,not valid frame,1,14878,30170
0.52,18.77,11.45,4.61,11.72,0,394,30,0,237,not valid frame,1,14878,30170
0.54,17.94,19.77,4.55,18.8,0,395,30,0,237,not valid frame,1,14878,30170
0.55,11.27,16.91,4.64,18.07,0,395,30,0,237,not valid frame,1,14878,30170
0.56,15.44,11.47,4.54,11.15,0,395,30,0,237,not valid frame,1,14878,30170
0.58,11.21,15.24,4.76,15.46,0,395,30,0,237,not valid frame,1,14878,30170
0.59,13.46,11.21,4.54,11.18,0,395,30,0,237,not valid frame,1,14878,30170
0.6,12.03,13.6,4.35,13.39,0,395,30,0,237,not valid frame,1,14878,30170
0.62,11.99,11.96,4.38,12.05,0,395,30,14,237,not valid frame,1,14878,30170
0.63,14.54,12.05,4.66,11.96,0,395,30,0,237,not valid frame,1,14878,30170
0.64,12.98,14.69,4.53,14.6,0,395,30,0,237,not valid frame,1,14878,30170
0.66,13.16,12.84,4.59,12.95,0,395,30,0,237,not valid frame,1,14878,30170
0.67,15.39,14.59,4.8,14.17,0,395,30,0,237,not valid frame,1,14878,30170
0.68,12.04,13.94,8.02,14.41,0,395,30,14,237,not valid frame,1,14878,30170
0.7,12,12.1,4.53,12.11,0,395,30,14,237,not valid frame,1,14878,30170
0.71,13.17,11.78,4.61,11.9,0,395,30,14,237,not valid frame,1,14878,30170
0.72,15.08,13.21,4.41,13.13,0,395,30,13,237,not valid frame,1,14878,30170
0.74,15.92,15.18,4.61,15.06,0,393,28,0,237,not valid frame,1,14854,30146
0.75,11.66,15.89,8.67,16.49,0,393,28,13,237,not valid frame,1,14854,30146
0.76,13.32,11.73,4.52,11.21,0,393,28,13,237,not valid frame,1,14854,30146
0.78,11.5,13.24,4.49,13.34,0,393,28,0,237,not valid frame,1,14854,30146
0.79,11.61,11.39,4.71,11.4,0,393,28,13,237,not valid frame,1,14854,30146
0.8,11.54,11.81,4.65,11.8,0,394,28,0,237,not valid frame,1,14854,30158
0.81,11.65,11.49,4.56,11.5,0,391,26,0,237,not valid frame,1,14726,30030
0.82,11.42,11.53,4.5,11.58,0,391,26,0,237,not valid frame,1,14726,30030
0.84,11.37,11.63,4.51,11.52,0,391,26,12,237,not valid frame,1,14726,30030
0.85,11.43,11.26,4.51,11.33,0,391,26,0,237,not valid frame,1,14726,30030
0.86,11.25,11.38,4.59,11.39,0,391,26,0,237,not valid frame,1,14726,30030
0.87,11.89,11.5,4.53,11.84,0,391,26,0,237,not valid frame,1,14726,30030
