11.01,263,30,0,237,not valid frame,1,14878,17276
7.29,262,30,14,237,not valid frame,1,14878,17264
7.08,262,30,0,237,not valid frame,1,14878,17264
15.84,394,30,0,237,not valid frame,1,14878,30160
12.72,394,30,14,237,not valid frame,1,14878,30160
11.48,398,30,0,237,not valid frame,1,14878,30254
15.32,398,30,14,237,not valid frame,1,14878,30254
11.35,397,30,14,237,not valid frame,1,14878,30250
12.91,397,30,14,237,not valid frame,1,14878,30250
11.15,397,30,0,237,not valid frame,1,14878,30250
11.09,397,30,0,237,not valid frame,1,14878,30250
11.47,397,30,0,237,not valid frame,1,14878,30250
11.21,397,30,0,237,not valid frame,1,14878,30262
12.66,396,30,14,237,not valid frame,1,14878,30250
11.42,396,30,0,237,not valid frame,1,14878,30250
13.67,396,30,14,237,not valid frame,1,14878,30250
20.36,398,30,0,237,not valid frame,1,14878,30182
11.16,398,30,0,237,not valid frame,1,14878,30182
11.12,396,30,0,237,not valid frame,1,14878,30170
11.15,396,30,14,237,not valid frame,1,14878,30170
11.4,396,30,14,237,not valid frame,1,14878,30170
11.08,396,30,14,237,not valid frame,1,14878,30170
11.35,396,30,0,237,not valid frame,1,14878,30170
11.04,396,30,14,237,not valid frame,1,14878,30170
11.17,396,30,14,237,not valid frame,1,14878,30170
11.26,396,30,14,237,not valid frame,1,14878,30170
11.26,396,30,0,237,not valid frame,1,14878,30250
14.59,396,30,0,237,not valid frame,1,14878,30170
26,396,30,14,237,not valid frame,1,14878,30170
11.21,397,30,14,237,not valid frame,1,14878,30170
12.84,397,30,15,237,not valid frame,1,14878,30170
11.46,397,30,0,237,not valid frame,1,14878,30170
11.12,751504,32,0,237,not valid frame,1,15278,400
11.15,397,30,14,237,not valid frame,1,14878,30182
11.3,397,30,14,237,not valid frame,1,14878,30182
11.27,397,30,14,237,not valid frame,1,14878,30182
11.42,397,30,14,237,not valid frame,1,14878,30182
11.25,397,30,0,237,not valid frame,1,14878,30182
11.3,397,30,0,237,not valid frame,1,14878,30182
21.23,397,30,0,237,not valid frame,1,14878,30182
12.7,397,30,0,237,not valid frame,1,14878,30182
21.19,397,30,14,237,not valid frame,1,14878,30182
19.18,397,30,0,237,not valid frame,1,14878,30182
15.09,396,30,14,237,not valid frame,1,14878,30182
12.78,396,30,14,237,not valid frame,1,14878,30182
19.08,396,30,14,237,not valid frame,1,14878,30182
19.06,396,30,0,237,not valid frame,1,14878,30182
12.26,397,30,14,237,not valid frame,1,14878,30194
12.05,396,30,0,237,not valid frame,1,14878,30182
11.36,396,30,14,237,not valid frame,1,14878,30170
11.67,396,30,14,237,not valid frame,1,14878,30170
12.56,396,30,0,237,not valid frame,1,14878,30170
18.88,396,30,0,237,not valid frame,1,14878,30170
19.24,394,28,0,237,not valid frame,1,14854,30146
18.91,395,28,12,237,not valid frame,1,14854,30158
14.01,395,28,12,237,not valid frame,1,14854,30158
11.31,392,26,0,237,not valid frame,1,14726,30030
11.52,392,26,12,237,not valid frame,1,14726,30030
11.61,392,26,0,237,not valid frame,1,14726,30030
11.36,392,26,12,237,not valid frame,1,14726,30030
11.72,392,26,0,237,not valid frame,1,14726,30030
12.48,392,26,0,237,not valid frame,1,14726,30030
11.26,392,26,12,237,not valid frame,1,14726,30030
11.42,392,26,0,237,not valid frame,1,14726,30030
11.61,392,26,12,237,not valid frame,1,14726,30030
11.37,392,26,0,237,not valid frame,1,14726,30030
11.74,392,26,12,237,not valid frame,1,14726,30030
11.39,392,26,12,237,not valid frame,1,14726,30030
11.48,392,26,0,237,not valid frame,1,14726,30030
21.51,392,26,12,237,not valid frame,1,14726,30030
