7.26,263,30,0,237,not valid frame,1,14878,17276
7.02,262,30,14,237,not valid frame,1,14878,17264
7.02,262,30,0,237,not valid frame,1,14878,17264
19.58,394,30,0,237,not valid frame,1,14878,30160
10.15,394,30,14,237,not valid frame,1,14878,30160
11.46,398,30,0,237,not valid frame,1,14878,30254
15.32,398,30,14,237,not valid frame,1,14878,30254
11.29,397,30,14,237,not valid frame,1,14878,30250
12.98,397,30,14,237,not valid frame,1,14878,30250
11.24,397,30,0,237,not valid frame,1,14878,30250
11.18,397,30,0,237,not valid frame,1,14878,30250
11.27,397,30,0,237,not valid frame,1,14878,30250
11.32,397,30,0,237,not valid frame,1,14878,30262
11.39,396,30,14,237,not valid frame,1,14878,30250
12.75,396,30,0,237,not valid frame,1,14878,30250
13.53,396,30,14,237,not valid frame,1,14878,30250
18.19,398,30,0,237,not valid frame,1,14878,30182
13.51,398,30,0,237,not valid frame,1,14878,30182
11.08,396,30,0,237,not valid frame,1,14878,30170
11.16,396,30,14,237,not valid frame,1,14878,30170
11.41,396,30,14,237,not valid frame,1,14878,30170
10.97,396,30,14,237,not valid frame,1,14878,30170
11.47,396,30,0,237,not valid frame,1,14878,30170
10.99,396,30,14,237,not valid frame,1,14878,30170
11.03,396,30,14,237,not valid frame,1,14878,30170
11.41,396,30,14,237,not valid frame,1,14878,30170
11.19,396,30,0,237,not valid frame,1,14878,30250
11.52,396,30,0,237,not valid frame,1,14878,30170
24.45,396,30,14,237,not valid frame,1,14878,30170
15.89,397,30,14,237,not valid frame,1,14878,30170
12.85,397,30,15,237,not valid frame,1,14878,30170
11.9,397,30,0,237,not valid frame,1,14878,30170
10.68,751504,32,0,237,not valid frame,1,15278,400
11.2,397,30,14,237,not valid frame,1,14878,30182
11.9,397,30,14,237,not valid frame,1,14878,30182
10.6,397,30,14,237,not valid frame,1,14878,30182
11.43,397,30,14,237,not valid frame,1,14878,30182
11.24,397,30,0,237,not valid frame,1,14878,30182
11.22,397,30,0,237,not valid frame,1,14878,30182
19.8,397,30,0,237,not valid frame,1,14878,30182
