Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,47,68,6458.781,51,167,6,60.5,4.687502,2.235174E-06,18.75,1.562502,6.250002,2.235174E-06,3.125002,4.687502,7.812502,9.375002,9.375002,2.235174E-06,7.812502,1.562502,4.687502,3.125002,5.175782,1987.5,1987.5,3975,3975,3975,3975,1987.5,1987.5,4200,4200,4200,4200,2100,2100,2100,2100,4200,6652,0,0
305,47,68,6458.781,51,167,6,60.5,4.687502,2.235174E-06,18.75,1.562502,6.250002,2.235174E-06,3.125002,4.687502,7.812502,9.375002,9.375002,2.235174E-06,7.812502,1.562502,4.687502,3.125002,5.175782,1987.5,1987.5,3975,3975,3975,3975,1987.5,1987.5,4200,4200,4200,4200,2100,2100,2100,2100,4200,6652,0,0
609,47,68,6458.781,51,167,6,60.5,4.687502,2.235174E-06,18.75,1.562502,6.250002,2.235174E-06,3.125002,4.687502,7.812502,9.375002,9.375002,2.235174E-06,7.812502,1.562502,4.687502,3.125002,5.175782,1987.5,1987.5,3975,3975,3975,3975,1987.5,1987.5,4200,4200,4200,4200,2100,2100,2100,2100,4200,6652,0,0
916,47,3,6451.953,43,167,7,59,6.250002,1.562502,9.375002,2.235174E-06,3.125002,1.562502,2.235174E-06,3.125002,1.562502,7.812502,6.250002,2.235174E-06,7.812502,1.562502,6.250002,12.5,4.296877,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6655,0,0
1222,47,3,6451.953,43,167,7,59,6.250002,1.562502,9.375002,2.235174E-06,3.125002,1.562502,2.235174E-06,3.125002,1.562502,7.812502,6.250002,2.235174E-06,7.812502,1.562502,6.250002,12.5,4.296877,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6655,0,0
1528,47,3,6451.953,43,167,7,59,6.250002,1.562502,9.375002,2.235174E-06,3.125002,1.562502,2.235174E-06,3.125002,1.562502,7.812502,6.250002,2.235174E-06,7.812502,1.562502,6.250002,12.5,4.296877,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6655,0,0
1834,47,3,3767.668,854,800,20,57.375,21.875,9.375002,40.625,3.125002,20.3125,4.687502,6.250002,10.9375,3.125002,10.9375,9.375002,6.250002,10.9375,3.125002,3.125002,14.0625,11.13281,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6357,0,0
2157,47,3,3767.668,854,800,20,57.375,21.875,9.375002,40.625,3.125002,20.3125,4.687502,6.250002,10.9375,3.125002,10.9375,9.375002,6.250002,10.9375,3.125002,3.125002,14.0625,11.13281,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6357,0,0
2464,47,3,3767.668,854,800,20,57.375,21.875,9.375002,40.625,3.125002,20.3125,4.687502,6.250002,10.9375,3.125002,10.9375,9.375002,6.250002,10.9375,3.125002,3.125002,14.0625,11.13281,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6357,0,0
2770,47,3,3767.668,854,800,20,57.375,21.875,9.375002,40.625,3.125002,20.3125,4.687502,6.250002,10.9375,3.125002,10.9375,9.375002,6.250002,10.9375,3.125002,3.125002,14.0625,11.13281,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6357,0,0
