Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,68,99,4269.934,1477,945,240,63.375,9.375002,0,17.1875,0,4.687502,0,4.687502,0,1.562502,1.562502,6.250002,0,7.812502,1.562502,1.562502,3.125002,3.710939,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4913,71.2,14.387
305,68,99,4269.934,1477,945,240,63.375,9.375002,0,17.1875,0,4.687502,0,4.687502,0,1.562502,1.562502,6.250002,0,7.812502,1.562502,1.562502,3.125002,3.710939,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4913,71.2,14.387
611,68,99,4269.934,1477,945,240,63.375,9.375002,0,17.1875,0,4.687502,0,4.687502,0,1.562502,1.562502,6.250002,0,7.812502,1.562502,1.562502,3.125002,3.710939,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4913,71.2,14.387
917,68,99,4265.48,1476,945,238,62.125,6.250002,2.235174E-06,9.375002,3.125002,10.9375,2.235174E-06,6.250002,1.562502,3.125002,1.562502,10.9375,2.235174E-06,4.687502,7.812502,3.125002,10.9375,4.980471,2157.143,2157.143,3775,3775,3775,3775,3775,3775,2157.143,2157.143,2157.143,2157.143,3775,3775,2157.143,2157.143,3775,4915,70.8,14.777
1221,68,99,4265.48,1476,945,238,62.125,6.250002,2.235174E-06,9.375002,3.125002,10.9375,2.235174E-06,6.250002,1.562502,3.125002,1.562502,10.9375,2.235174E-06,4.687502,7.812502,3.125002,10.9375,4.980471,2157.143,2157.143,3775,3775,3775,3775,3775,3775,2157.143,2157.143,2157.143,2157.143,3775,3775,2157.143,2157.143,3775,4915,70.8,14.777
1528,68,99,4265.48,1476,945,238,62.125,6.250002,2.235174E-06,9.375002,3.125002,10.9375,2.235174E-06,6.250002,1.562502,3.125002,1.562502,10.9375,2.235174E-06,4.687502,7.812502,3.125002,10.9375,4.980471,2157.143,2157.143,3775,3775,3775,3775,3775,3775,2157.143,2157.143,2157.143,2157.143,3775,3775,2157.143,2157.143,3775,4915,70.8,14.777
1836,68,99,4265.48,1476,945,238,62.125,6.250002,2.235174E-06,9.375002,3.125002,10.9375,2.235174E-06,6.250002,1.562502,3.125002,1.562502,10.9375,2.235174E-06,4.687502,7.812502,3.125002,10.9375,4.980471,2157.143,2157.143,3775,3775,3775,3775,3775,3775,2157.143,2157.143,2157.143,2157.143,3775,3775,2157.143,2157.143,3775,4915,70.8,14.777
2143,68,99,4265.863,1436,945,240,60.75,21.875,7.812502,15.625,1.562502,9.375002,6.250002,9.375002,9.375002,9.375002,2.235174E-06,7.812502,1.562502,9.375002,3.125002,3.125002,4.687502,7.519532,3575,3550,3575,3575,2042.857,2042.857,3575,3575,2042.857,2042.857,2042.857,2042.857,2042.857,2042.857,3575,3575,3575,4929,58.6,174.481
2451,68,99,4265.863,1436,945,240,60.75,21.875,7.812502,15.625,1.562502,9.375002,6.250002,9.375002,9.375002,9.375002,2.235174E-06,7.812502,1.562502,9.375002,3.125002,3.125002,4.687502,7.519532,3575,3550,3575,3575,2042.857,2042.857,3575,3575,2042.857,2042.857,2042.857,2042.857,2042.857,2042.857,3575,3575,3575,4929,58.6,174.481
2757,68,99,4265.863,1436,945,240,60.75,21.875,7.812502,15.625,1.562502,9.375002,6.250002,9.375002,9.375002,9.375002,2.235174E-06,7.812502,1.562502,9.375002,3.125002,3.125002,4.687502,7.519532,3575,3550,3575,3575,2042.857,2042.857,3575,3575,2042.857,2042.857,2042.857,2042.857,2042.857,2042.857,3575,3575,3575,4929,58.6,174.481
