Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,55,9,5645.285,229,167,15,62.125,21.875,3.125002,34.375,2.235174E-06,23.4375,3.125002,10.9375,4.687502,7.812502,26.5625,21.875,1.562502,15.625,25,18.75,9.375002,14.25781,4125,4125,4125,4125,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,4125,4125,4125,4125,2062.5,2062.5,4125,7466,22.1,0
304,54,20,5647.043,177,167,15,61.875,21.875,2.235174E-06,14.0625,2.235174E-06,17.1875,1.562502,25,1.562502,14.0625,4.687502,10.9375,4.687502,10.9375,18.75,4.687502,10.9375,10.0586,4125,4125,2062.5,2062.5,2062.5,2062.5,4125,4125,4125,4125,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,7467,0,0
611,54,20,5647.043,177,167,15,61.875,21.875,2.235174E-06,14.0625,2.235174E-06,17.1875,1.562502,25,1.562502,14.0625,4.687502,10.9375,4.687502,10.9375,18.75,4.687502,10.9375,10.0586,4125,4125,2062.5,2062.5,2062.5,2062.5,4125,4125,4125,4125,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,7467,0,0
917,54,20,5647.043,177,167,15,61.875,21.875,2.235174E-06,14.0625,2.235174E-06,17.1875,1.562502,25,1.562502,14.0625,4.687502,10.9375,4.687502,10.9375,18.75,4.687502,10.9375,10.0586,4125,4125,2062.5,2062.5,2062.5,2062.5,4125,4125,4125,4125,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,7467,0,0
1222,54,28,5639.223,159,167,14,61.75,12.5,1.562502,17.1875,6.250002,29.6875,3.125002,15.625,1.562502,28.125,3.125002,12.5,4.687502,10.9375,21.875,6.250002,14.0625,11.81641,4075,4075,2037.5,2037.5,2037.5,2037.5,2037.5,2037.5,2037.5,2037.5,4075,4075,4075,4075,4075,4075,4075,7468,0,0
1527,54,28,5639.223,159,167,14,61.75,12.5,1.562502,17.1875,6.250002,29.6875,3.125002,15.625,1.562502,28.125,3.125002,12.5,4.687502,10.9375,21.875,6.250002,14.0625,11.81641,4075,4075,2037.5,2037.5,2037.5,2037.5,2037.5,2037.5,2037.5,2037.5,4075,4075,4075,4075,4075,4075,4075,7468,0,0
1834,54,28,5639.223,159,167,14,61.75,12.5,1.562502,17.1875,6.250002,29.6875,3.125002,15.625,1.562502,28.125,3.125002,12.5,4.687502,10.9375,21.875,6.250002,14.0625,11.81641,4075,4075,2037.5,2037.5,2037.5,2037.5,2037.5,2037.5,2037.5,2037.5,4075,4075,4075,4075,4075,4075,4075,7468,0,0
2157,54,10,5639.34,584,945,99,61.375,15.625,3.125002,20.3125,1.562502,21.875,4.687502,15.625,6.250002,9.375002,4.687502,10.9375,4.687502,14.0625,9.375002,6.250002,15.625,10.25391,2050,2050,4100,4100,4100,4100,2050,2050,4100,4100,2050,2050,4100,2050,2050,2050,4100,7473,1.3,4520.252
2473,54,10,5639.34,584,945,99,61.375,15.625,3.125002,20.3125,1.562502,21.875,4.687502,15.625,6.250002,9.375002,4.687502,10.9375,4.687502,14.0625,9.375002,6.250002,15.625,10.25391,2050,2050,4100,4100,4100,4100,2050,2050,4100,4100,2050,2050,4100,2050,2050,2050,4100,7473,1.3,4520.252
2785,54,10,5639.34,584,945,99,61.375,15.625,3.125002,20.3125,1.562502,21.875,4.687502,15.625,6.250002,9.375002,4.687502,10.9375,4.687502,14.0625,9.375002,6.250002,15.625,10.25391,2050,2050,4100,4100,4100,4100,2050,2050,4100,4100,2050,2050,4100,2050,2050,2050,4100,7473,1.3,4520.252
3089,59,99,5640.48,1376,945,239,60.375,21.875,7.812502,12.5,4.687502,10.9375,3.125002,4.687502,4.687502,9.375002,1.562502,7.812502,1.562502,4.687502,12.5,3.125002,21.875,8.300782,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,2050,2050,4125,4125,4125,4125,4125,7473,64.8,16.207
3396,59,99,5640.48,1376,945,239,60.375,21.875,7.812502,12.5,4.687502,10.9375,3.125002,4.687502,4.687502,9.375002,1.562502,7.812502,1.562502,4.687502,12.5,3.125002,21.875,8.300782,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,2050,2050,4125,4125,4125,4125,4125,7473,64.8,16.207
