Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,59,99,5714.398,505,500,24,62.75,7.812502,3.125002,25,2.235174E-06,4.687502,2.235174E-06,4.687502,1.562502,1.562502,9.375002,4.687502,2.235174E-06,3.125002,20.3125,37.5,1.562502,7.812502,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,7889,25.9,626.101
304,58,76,5715.742,348,167,9,62.125,18.75,6.250002,25,3.125002,15.625,1.562502,20.3125,1.562502,17.1875,7.812502,10.9375,1.562502,15.625,15.625,4.687502,14.0625,11.23047,2200,2200,2200,2200,2200,2200,2200,2200,2087.5,2087.5,2087.5,2087.5,2087.5,2087.5,4175,4175,4175,7887,24.6,24.166
609,58,76,5715.742,348,167,9,62.125,18.75,6.250002,25,3.125002,15.625,1.562502,20.3125,1.562502,17.1875,7.812502,10.9375,1.562502,15.625,15.625,4.687502,14.0625,11.23047,2200,2200,2200,2200,2200,2200,2200,2200,2087.5,2087.5,2087.5,2087.5,2087.5,2087.5,4175,4175,4175,7887,24.6,24.166
913,58,76,5715.742,348,167,9,62.125,18.75,6.250002,25,3.125002,15.625,1.562502,20.3125,1.562502,17.1875,7.812502,10.9375,1.562502,15.625,15.625,4.687502,14.0625,11.23047,2200,2200,2200,2200,2200,2200,2200,2200,2087.5,2087.5,2087.5,2087.5,2087.5,2087.5,4175,4175,4175,7887,24.6,24.166
1220,56,13,5715.172,73,167,7,61.75,18.75,1.562502,15.625,3.125002,15.625,1.562502,25,2.235174E-06,9.375002,10.9375,23.4375,2.235174E-06,9.375002,6.250002,6.250002,15.625,10.15625,2050,2050,4100,4100,2050,2050,4100,4100,4100,4100,4100,4100,2050,2050,2050,2050,4100,7887,24.6,0
1530,56,13,5715.172,73,167,7,61.75,18.75,1.562502,15.625,3.125002,15.625,1.562502,25,2.235174E-06,9.375002,10.9375,23.4375,2.235174E-06,9.375002,6.250002,6.250002,15.625,10.15625,2050,2050,4100,4100,2050,2050,4100,4100,4100,4100,4100,4100,2050,2050,2050,2050,4100,7887,24.6,0
1835,56,13,5715.172,73,167,7,61.75,18.75,1.562502,15.625,3.125002,15.625,1.562502,25,2.235174E-06,9.375002,10.9375,23.4375,2.235174E-06,9.375002,6.250002,6.250002,15.625,10.15625,2050,2050,4100,4100,2050,2050,4100,4100,4100,4100,4100,4100,2050,2050,2050,2050,4100,7887,24.6,0
2141,56,7,5715.172,35,167,6,61.625,15.625,4.687502,18.75,1.562502,10.9375,4.687502,15.625,6.250002,21.875,10.9375,14.0625,4.687502,14.0625,12.5,3.125002,21.875,11.32813,2185.714,2185.714,3825,3825,2185.714,2185.714,3825,3825,3825,3825,2185.714,2185.714,2185.714,2185.714,2185.714,2185.714,3825,7888,0,0
2445,56,7,5715.172,35,167,6,61.625,15.625,4.687502,18.75,1.562502,10.9375,4.687502,15.625,6.250002,21.875,10.9375,14.0625,4.687502,14.0625,12.5,3.125002,21.875,11.32813,2185.714,2185.714,3825,3825,2185.714,2185.714,3825,3825,3825,3825,2185.714,2185.714,2185.714,2185.714,2185.714,2185.714,3825,7888,0,0
2752,56,7,5715.172,35,167,6,61.625,15.625,4.687502,18.75,1.562502,10.9375,4.687502,15.625,6.250002,21.875,10.9375,14.0625,4.687502,14.0625,12.5,3.125002,21.875,11.32813,2185.714,2185.714,3825,3825,2185.714,2185.714,3825,3825,3825,3825,2185.714,2185.714,2185.714,2185.714,2185.714,2185.714,3825,7888,0,0
3059,56,7,5715.172,35,167,6,61.625,15.625,4.687502,18.75,1.562502,10.9375,4.687502,15.625,6.250002,21.875,10.9375,14.0625,4.687502,14.0625,12.5,3.125002,21.875,11.32813,2185.714,2185.714,3825,3825,2185.714,2185.714,3825,3825,3825,3825,2185.714,2185.714,2185.714,2185.714,2185.714,2185.714,3825,7888,0,0
3368,55,0,5715.172,30,167,6,61.625,20.3125,3.125002,20.3125,1.562502,15.625,2.235174E-06,14.0625,1.562502,14.0625,4.687502,12.5,2.235174E-06,17.1875,12.5,4.687502,14.0625,9.765627,2050,2050,4100,4100,4100,4100,2050,2050,4100,4100,4100,4100,4100,4100,2050,2050,4100,7887,0,0
3675,55,0,5715.172,30,167,6,61.625,20.3125,3.125002,20.3125,1.562502,15.625,2.235174E-06,14.0625,1.562502,14.0625,4.687502,12.5,2.235174E-06,17.1875,12.5,4.687502,14.0625,9.765627,2050,2050,4100,4100,4100,4100,2050,2050,4100,4100,4100,4100,4100,4100,2050,2050,4100,7887,0,0
3983,55,0,5715.172,30,167,6,61.625,20.3125,3.125002,20.3125,1.562502,15.625,2.235174E-06,14.0625,1.562502,14.0625,4.687502,12.5,2.235174E-06,17.1875,12.5,4.687502,14.0625,9.765627,2050,2050,4100,4100,4100,4100,2050,2050,4100,4100,4100,4100,4100,4100,2050,2050,4100,7887,0,0
4289,54,0,5715.172,30,167,6,61.625,20.3125,2.235174E-06,14.0625,3.125002,14.0625,1.562502,14.0625,2.235174E-06,12.5,3.125002,14.0625,2.235174E-06,15.625,12.5,3.125002,10.9375,8.691408,2200,2200,2200,2200,2200,2200,2200,2200,2075,2075,4125,4125,2062.5,2062.5,4125,4125,4125,7888,0,0
4595,54,0,5715.172,30,167,6,61.625,20.3125,2.235174E-06,14.0625,3.125002,14.0625,1.562502,14.0625,2.235174E-06,12.5,3.125002,14.0625,2.235174E-06,15.625,12.5,3.125002,10.9375,8.691408,2200,2200,2200,2200,2200,2200,2200,2200,2075,2075,4125,4125,2062.5,2062.5,4125,4125,4125,7888,0,0
4901,54,0,5715.172,30,167,6,61.625,20.3125,2.235174E-06,14.0625,3.125002,14.0625,1.562502,14.0625,2.235174E-06,12.5,3.125002,14.0625,2.235174E-06,15.625,12.5,3.125002,10.9375,8.691408,2200,2200,2200,2200,2200,2200,2200,2200,2075,2075,4125,4125,2062.5,2062.5,4125,4125,4125,7888,0,0
5208,57,0,5618.457,757,945,228,60.875,20.3125,3.125002,20.3125,2.235174E-06,15.625,1.562502,15.625,14.0625,10.9375,7.812502,9.375002,2.235174E-06,14.0625,21.875,4.687502,28.125,11.71875,1975,1975,3950,3950,1975,1975,3950,3950,1975,1975,1975,1975,3950,3975,1987.5,1987.5,3975,7891,2.8,5201.951
5516,57,0,5618.457,757,945,228,60.875,20.3125,3.125002,20.3125,2.235174E-06,15.625,1.562502,15.625,14.0625,10.9375,7.812502,9.375002,2.235174E-06,14.0625,21.875,4.687502,28.125,11.71875,1975,1975,3950,3950,1975,1975,3950,3950,1975,1975,1975,1975,3950,3975,1987.5,1987.5,3975,7891,2.8,5201.951
5824,57,0,5618.457,757,945,228,60.875,20.3125,3.125002,20.3125,2.235174E-06,15.625,1.562502,15.625,14.0625,10.9375,7.812502,9.375002,2.235174E-06,14.0625,21.875,4.687502,28.125,11.71875,1975,1975,3950,3950,1975,1975,3950,3950,1975,1975,1975,1975,3950,3975,1987.5,1987.5,3975,7891,2.8,5201.951
6132,60,99,5618.457,1395,945,239,59.375,12.5,1.562502,20.3125,6.250002,9.375002,4.687502,12.5,3.125002,10.9375,1.562502,7.812502,1.562502,6.250002,20.3125,10.9375,21.875,9.472657,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,7892,65.3,15.885
6437,60,99,5618.457,1395,945,239,59.375,12.5,1.562502,20.3125,6.250002,9.375002,4.687502,12.5,3.125002,10.9375,1.562502,7.812502,1.562502,6.250002,20.3125,10.9375,21.875,9.472657,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,7892,65.3,15.885
6742,60,99,5618.457,1395,945,239,59.375,12.5,1.562502,20.3125,6.250002,9.375002,4.687502,12.5,3.125002,10.9375,1.562502,7.812502,1.562502,6.250002,20.3125,10.9375,21.875,9.472657,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,7892,65.3,15.885
7047,60,99,5618.457,1395,945,239,59.375,12.5,1.562502,20.3125,6.250002,9.375002,4.687502,12.5,3.125002,10.9375,1.562502,7.812502,1.562502,6.250002,20.3125,10.9375,21.875,9.472657,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,7892,65.3,15.885
