Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,68,99,4460.703,1505,945,240,68.5,31.25,6.250002,25,9.375002,25,7.812502,20.3125,2.235174E-06,26.5625,9.375002,20.3125,3.125002,20.3125,28.125,7.812502,31.25,16.99219,3900,3900,3900,3900,3900,3900,3900,3900,1950,3900,3120,3120,1950,1950,3900,3900,3900,7141,126.8,8.525
305,68,99,4460.703,1505,945,240,68.5,31.25,6.250002,25,9.375002,25,7.812502,20.3125,2.235174E-06,26.5625,9.375002,20.3125,3.125002,20.3125,28.125,7.812502,31.25,16.99219,3900,3900,3900,3900,3900,3900,3900,3900,1950,3900,3120,3120,1950,1950,3900,3900,3900,7141,126.8,8.525
610,68,99,4460.703,1505,945,240,68.5,31.25,6.250002,25,9.375002,25,7.812502,20.3125,2.235174E-06,26.5625,9.375002,20.3125,3.125002,20.3125,28.125,7.812502,31.25,16.99219,3900,3900,3900,3900,3900,3900,3900,3900,1950,3900,3120,3120,1950,1950,3900,3900,3900,7141,126.8,8.525
916,68,99,4450.992,1505,945,237,67.5,21.875,12.5,25,4.687502,18.75,7.812502,20.3125,7.812502,18.75,9.375002,18.75,3.125002,21.875,20.3125,21.875,29.6875,16.40625,4125,4125,2750,2733.333,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,4100,4125,7144,126.4,8.689
1222,68,99,4450.992,1505,945,237,67.5,21.875,12.5,25,4.687502,18.75,7.812502,20.3125,7.812502,18.75,9.375002,18.75,3.125002,21.875,20.3125,21.875,29.6875,16.40625,4125,4125,2750,2733.333,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,4100,4125,7144,126.4,8.689
1529,68,99,4450.992,1505,945,237,67.5,21.875,12.5,25,4.687502,18.75,7.812502,20.3125,7.812502,18.75,9.375002,18.75,3.125002,21.875,20.3125,21.875,29.6875,16.40625,4125,4125,2750,2733.333,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,4100,4125,7144,126.4,8.689
1833,68,99,4452.242,1506,945,241,66.125,26.5625,3.125002,29.6875,4.687502,23.4375,4.687502,21.875,9.375002,28.125,4.687502,20.3125,3.125002,14.0625,29.6875,7.812502,40.625,16.99219,3725,3725,3725,3725,3725,3725,2128.572,2128.572,2128.572,2128.572,3725,3725,2128.572,2128.572,3725,3725,3725,7154,126.2,9.433
2138,68,99,4452.242,1506,945,241,66.125,26.5625,3.125002,29.6875,4.687502,23.4375,4.687502,21.875,9.375002,28.125,4.687502,20.3125,3.125002,14.0625,29.6875,7.812502,40.625,16.99219,3725,3725,3725,3725,3725,3725,2128.572,2128.572,2128.572,2128.572,3725,3725,2128.572,2128.572,3725,3725,3725,7154,126.2,9.433
2443,68,99,4452.242,1506,945,241,66.125,26.5625,3.125002,29.6875,4.687502,23.4375,4.687502,21.875,9.375002,28.125,4.687502,20.3125,3.125002,14.0625,29.6875,7.812502,40.625,16.99219,3725,3725,3725,3725,3725,3725,2128.572,2128.572,2128.572,2128.572,3725,3725,2128.572,2128.572,3725,3725,3725,7154,126.2,9.433
2751,68,99,4452.242,1506,945,241,66.125,26.5625,3.125002,29.6875,4.687502,23.4375,4.687502,21.875,9.375002,28.125,4.687502,20.3125,3.125002,14.0625,29.6875,7.812502,40.625,16.99219,3725,3725,3725,3725,3725,3725,2128.572,2128.572,2128.572,2128.572,3725,3725,2128.572,2128.572,3725,3725,3725,7154,126.2,9.433
