Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,50,9,4539.531,51,167,5,63.5,25,3.125002,29.6875,1.562502,21.875,1.562502,20.3125,4.687502,15.625,17.1875,15.625,3.125002,15.625,18.75,3.125002,21.875,13.67188,4100,4100,4100,4100,2050,2050,2050,2050,4100,4100,4100,4100,2050,2037.5,4075,4075,4100,6910,0,0
304,50,9,4539.531,51,167,5,63.5,25,3.125002,29.6875,1.562502,21.875,1.562502,20.3125,4.687502,15.625,17.1875,15.625,3.125002,15.625,18.75,3.125002,21.875,13.67188,4100,4100,4100,4100,2050,2050,2050,2050,4100,4100,4100,4100,2050,2037.5,4075,4075,4100,6910,0,0
610,50,9,4539.531,51,167,5,63.5,25,3.125002,29.6875,1.562502,21.875,1.562502,20.3125,4.687502,15.625,17.1875,15.625,3.125002,15.625,18.75,3.125002,21.875,13.67188,4100,4100,4100,4100,2050,2050,2050,2050,4100,4100,4100,4100,2050,2037.5,4075,4075,4100,6910,0,0
917,50,0,4537.961,39,167,7,63,17.1875,3.125002,12.5,1.562502,17.1875,4.687502,14.0625,3.125002,21.875,6.250002,17.1875,4.687502,7.812502,15.625,9.375002,23.4375,11.23047,4075,4075,4075,4075,4075,4075,2037.5,2037.5,4075,4075,2037.5,2037.5,4075,4050,4050,4050,4075,6903,0,0
1223,50,0,4537.961,39,167,7,63,17.1875,3.125002,12.5,1.562502,17.1875,4.687502,14.0625,3.125002,21.875,6.250002,17.1875,4.687502,7.812502,15.625,9.375002,23.4375,11.23047,4075,4075,4075,4075,4075,4075,2037.5,2037.5,4075,4075,2037.5,2037.5,4075,4050,4050,4050,4075,6903,0,0
1531,50,0,4537.961,39,167,7,63,17.1875,3.125002,12.5,1.562502,17.1875,4.687502,14.0625,3.125002,21.875,6.250002,17.1875,4.687502,7.812502,15.625,9.375002,23.4375,11.23047,4075,4075,4075,4075,4075,4075,2037.5,2037.5,4075,4075,2037.5,2037.5,4075,4050,4050,4050,4075,6903,0,0
1835,49,4,4535.086,37,167,7,62.625,14.48284,1.43785,11.58395,1.43785,10.13451,0,24.62894,0,8.685067,2.887293,11.58395,0,7.235623,17.38173,0,28.97727,8.778556,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,4125,4125,4125,4125,4125,2062.5,2062.5,2062.5,2062.5,4125,6837,0,0
2155,49,4,4535.086,37,167,7,62.625,14.48284,1.43785,11.58395,1.43785,10.13451,0,24.62894,0,8.685067,2.887293,11.58395,0,7.235623,17.38173,0,28.97727,8.778556,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,4125,4125,4125,4125,4125,2062.5,2062.5,2062.5,2062.5,4125,6837,0,0
2461,49,4,4535.086,37,167,7,62.625,14.48284,1.43785,11.58395,1.43785,10.13451,0,24.62894,0,8.685067,2.887293,11.58395,0,7.235623,17.38173,0,28.97727,8.778556,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,4125,4125,4125,4125,4125,2062.5,2062.5,2062.5,2062.5,4125,6837,0,0
2769,52,0,4351.004,882,945,229,72.75,30.5179,8.486987,32.21258,0.01355972,18.6551,5.097616,16.96041,1.708245,13.57104,11.87636,13.57104,3.40293,6.792302,18.6551,13.57104,35.60196,14.41839,2062.5,2062.5,4125,4125,2075,2075,2075,2075,2200,2200,2200,2200,2200,2200,2200,2200,4125,6887,4.4,7606.714
