Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,55,0,4570.938,32,167,6,62.25,17.1875,2.235174E-06,15.625,2.235174E-06,10.9375,2.235174E-06,14.0625,3.125002,9.375002,1.562502,15.625,3.125002,7.812502,12.5,1.562502,14.0625,7.910158,2062.5,2062.5,4125,4125,4125,4125,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,4125,4125,4125,6684,0,0
305,55,0,4570.938,32,167,6,62.25,17.1875,2.235174E-06,15.625,2.235174E-06,10.9375,2.235174E-06,14.0625,3.125002,9.375002,1.562502,15.625,3.125002,7.812502,12.5,1.562502,14.0625,7.910158,2062.5,2062.5,4125,4125,4125,4125,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,4125,4125,4125,6684,0,0
611,55,0,4570.938,32,167,6,62.25,17.1875,2.235174E-06,15.625,2.235174E-06,10.9375,2.235174E-06,14.0625,3.125002,9.375002,1.562502,15.625,3.125002,7.812502,12.5,1.562502,14.0625,7.910158,2062.5,2062.5,4125,4125,4125,4125,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,4125,4125,4125,6684,0,0
918,55,0,4569.117,35,167,6,62.125,18.75,1.562502,26.5625,4.687502,12.5,7.812502,20.3125,3.125002,12.5,7.812502,12.5,4.687502,10.9375,17.1875,2.235174E-06,18.75,11.23047,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,4100,2050,2050,2050,2050,4100,6683,0,0
1226,55,0,4569.117,35,167,6,62.125,18.75,1.562502,26.5625,4.687502,12.5,7.812502,20.3125,3.125002,12.5,7.812502,12.5,4.687502,10.9375,17.1875,2.235174E-06,18.75,11.23047,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,4100,2050,2050,2050,2050,4100,6683,0,0
1533,55,0,4569.117,35,167,6,62.125,18.75,1.562502,26.5625,4.687502,12.5,7.812502,20.3125,3.125002,12.5,7.812502,12.5,4.687502,10.9375,17.1875,2.235174E-06,18.75,11.23047,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,4100,2050,2050,2050,2050,4100,6683,0,0
1888,54,0,4469.625,46,500,8,62,18.75,6.250002,25,2.235174E-06,18.75,0,15.625,2.235174E-06,12.5,17.1875,15.625,2.235174E-06,10.9375,9.375002,4.687502,20.3125,10.9375,2062.5,2062.5,4125,4125,4125,4125,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,4125,4125,4125,4125,4125,6658,0.1,7109.238
2197,54,0,4469.625,46,500,8,62,18.75,6.250002,25,2.235174E-06,18.75,0,15.625,2.235174E-06,12.5,17.1875,15.625,2.235174E-06,10.9375,9.375002,4.687502,20.3125,10.9375,2062.5,2062.5,4125,4125,4125,4125,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,4125,4125,4125,4125,4125,6658,0.1,7109.238
2525,54,0,4469.625,46,500,8,62,18.75,6.250002,25,2.235174E-06,18.75,0,15.625,2.235174E-06,12.5,17.1875,15.625,2.235174E-06,10.9375,9.375002,4.687502,20.3125,10.9375,2062.5,2062.5,4125,4125,4125,4125,2062.5,2062.5,2062.5,2062.5,2062.5,2062.5,4125,4125,4125,4125,4125,6658,0.1,7109.238
2833,58,14,4317.367,1140,945,241,61.125,32.8125,6.250002,34.375,3.125002,28.125,3.125002,18.75,12.5,15.625,12.5,15.625,4.687502,12.5,14.0625,10.9375,31.25,16.01563,3925,3925,3925,3925,3925,3925,1962.5,3875,2200,2200,2200,2200,2200,2200,2200,2200,3925,6671,44.6,720.426
