Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,49,20,4606.27,52,167,7,63.5,15.625,1.562502,23.4375,1.562502,15.625,3.125002,28.125,7.812502,9.375002,10.9375,17.1875,1.562502,9.375002,20.3125,1.562502,18.75,11.6211,3975,3975,3975,3975,2012.5,2012.5,2012.5,2012.5,4025,4050,4050,4050,2025,2025,2025,2025,4050,6638,0,0
304,49,20,4606.27,52,167,7,63.5,15.625,1.562502,23.4375,1.562502,15.625,3.125002,28.125,7.812502,9.375002,10.9375,17.1875,1.562502,9.375002,20.3125,1.562502,18.75,11.6211,3975,3975,3975,3975,2012.5,2012.5,2012.5,2012.5,4025,4050,4050,4050,2025,2025,2025,2025,4050,6638,0,0
609,49,7,4600.605,43,167,6,63.5,14.0625,2.235174E-06,17.1875,2.235174E-06,18.75,3.125002,14.0625,7.812502,21.875,7.812502,20.3125,1.562502,6.250002,23.4375,10.9375,14.0625,11.32813,2733.333,2733.333,4100,4100,2050,2050,2050,2050,4100,4100,4100,4100,2050,2050,4100,4100,4100,6642,0,0
916,49,7,4600.605,43,167,6,63.5,14.0625,2.235174E-06,17.1875,2.235174E-06,18.75,3.125002,14.0625,7.812502,21.875,7.812502,20.3125,1.562502,6.250002,23.4375,10.9375,14.0625,11.32813,2733.333,2733.333,4100,4100,2050,2050,2050,2050,4100,4100,4100,4100,2050,2050,4100,4100,4100,6642,0,0
1223,49,7,4600.605,43,167,6,63.5,14.0625,2.235174E-06,17.1875,2.235174E-06,18.75,3.125002,14.0625,7.812502,21.875,7.812502,20.3125,1.562502,6.250002,23.4375,10.9375,14.0625,11.32813,2733.333,2733.333,4100,4100,2050,2050,2050,2050,4100,4100,4100,4100,2050,2050,4100,4100,4100,6642,0,0
1529,49,5,4604.598,60,167,8,63.125,23.4375,3.125002,12.5,1.562502,23.4375,1.562502,18.75,2.235174E-06,17.1875,6.250002,15.625,1.562502,7.812502,18.75,6.250002,18.75,11.03516,2062.5,2062.5,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,6657,0,0
1836,49,5,4604.598,60,167,8,63.125,23.4375,3.125002,12.5,1.562502,23.4375,1.562502,18.75,2.235174E-06,17.1875,6.250002,15.625,1.562502,7.812502,18.75,6.250002,18.75,11.03516,2062.5,2062.5,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,6657,0,0
2142,49,5,4604.598,60,167,8,63.125,23.4375,3.125002,12.5,1.562502,23.4375,1.562502,18.75,2.235174E-06,17.1875,6.250002,15.625,1.562502,7.812502,18.75,6.250002,18.75,11.03516,2062.5,2062.5,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,4125,2062.5,2062.5,4125,6657,0,0
2447,49,6,4604.879,137,167,15,63,21.875,1.562502,21.875,2.235174E-06,12.5,2.235174E-06,9.375002,3.125002,20.3125,3.125002,17.1875,1.562502,12.5,26.5625,7.812502,26.5625,11.6211,4200,4200,2100,2100,4200,4200,2100,2100,2100,2100,4200,4200,4200,4200,2100,2100,4200,6671,0,0
2804,49,6,4604.879,137,167,15,63,21.875,1.562502,21.875,2.235174E-06,12.5,2.235174E-06,9.375002,3.125002,20.3125,3.125002,17.1875,1.562502,12.5,26.5625,7.812502,26.5625,11.6211,4200,4200,2100,2100,4200,4200,2100,2100,2100,2100,4200,4200,4200,4200,2100,2100,4200,6671,0,0
