Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,71,99,3806.246,1516,945,240,68.25,6.250002,1.562502,46.875,3.125002,18.75,4.687502,14.0625,9.375002,7.812502,20.3125,15.625,7.812502,10.9375,4.687502,10.9375,7.812502,11.91406,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4884,149.3,12.134
304,71,99,3806.246,1516,945,240,68.25,6.250002,1.562502,46.875,3.125002,18.75,4.687502,14.0625,9.375002,7.812502,20.3125,15.625,7.812502,10.9375,4.687502,10.9375,7.812502,11.91406,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4884,149.3,12.134
609,72,99,3805.809,1513,945,240,67.125,17.1875,2.235174E-06,28.125,0,9.375002,1.562502,18.75,3.125002,12.5,1.562502,18.75,1.562502,14.0625,9.375002,9.375002,6.250002,9.472657,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4883,152.5,7.28
913,72,99,3805.809,1513,945,240,67.125,17.1875,2.235174E-06,28.125,0,9.375002,1.562502,18.75,3.125002,12.5,1.562502,18.75,1.562502,14.0625,9.375002,9.375002,6.250002,9.472657,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4883,152.5,7.28
1217,72,99,3805.809,1513,945,240,67.125,17.1875,2.235174E-06,28.125,0,9.375002,1.562502,18.75,3.125002,12.5,1.562502,18.75,1.562502,14.0625,9.375002,9.375002,6.250002,9.472657,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4883,152.5,7.28
1771,69,99,3841.879,1296,800,26,66,9.264274,3.112699,23.10532,3.112699,9.264274,0.03691169,9.264274,7.72638,9.264274,4.650593,7.72638,4.650593,12.34006,3.112699,1.574805,9.264274,7.341907,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,4100,4100,4100,2050,2050,4100,4840,152.9,7.574
2078,69,99,3841.879,1296,800,26,66,9.264274,3.112699,23.10532,3.112699,9.264274,0.03691169,9.264274,7.72638,9.264274,4.650593,7.72638,4.650593,12.34006,3.112699,1.574805,9.264274,7.341907,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,4100,4100,4100,2050,2050,4100,4840,152.9,7.574
2416,69,99,3841.879,1296,800,26,66,9.264274,3.112699,23.10532,3.112699,9.264274,0.03691169,9.264274,7.72638,9.264274,4.650593,7.72638,4.650593,12.34006,3.112699,1.574805,9.264274,7.341907,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,4100,4100,4100,2050,2050,4100,4840,152.9,7.574
2721,69,0,3671.852,1247,945,235,65.5,14.0625,2.235174E-06,25,1.562502,15.625,1.562502,7.812502,28.125,14.0625,6.250002,10.9375,2.235174E-06,12.5,9.375002,3.125002,12.5,10.15625,2200,2200,3825,3825,3825,3825,2185.714,2185.714,3825,3825,2185.714,2185.714,3825,3825,2185.714,2185.714,3825,4855,40.1,451.881
3028,69,0,3671.852,1247,945,235,65.5,14.0625,2.235174E-06,25,1.562502,15.625,1.562502,7.812502,28.125,14.0625,6.250002,10.9375,2.235174E-06,12.5,9.375002,3.125002,12.5,10.15625,2200,2200,3825,3825,3825,3825,2185.714,2185.714,3825,3825,2185.714,2185.714,3825,3825,2185.714,2185.714,3825,4855,40.1,451.881
