Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,49,0,3652.098,33,167,7,55.375,3.125002,3.125002,1.562502,1.562502,1.562502,2.235174E-06,1.562502,2.235174E-06,2.235174E-06,2.235174E-06,0,0,2.235174E-06,0,2.235174E-06,2.235174E-06,0.7812516,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6403,0,0
305,49,3,3644.762,41,167,7,54.125,3.125002,0,7.812502,2.235174E-06,2.235174E-06,0,0,1.562502,3.125002,1.562502,4.687502,2.235174E-06,4.687502,2.235174E-06,1.562502,9.375002,2.343751,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6406,0,0
611,49,3,3644.762,41,167,7,54.125,3.125002,0,7.812502,2.235174E-06,2.235174E-06,0,0,1.562502,3.125002,1.562502,4.687502,2.235174E-06,4.687502,2.235174E-06,1.562502,9.375002,2.343751,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6406,0,0
919,49,3,3644.762,41,167,7,54.125,3.125002,0,7.812502,2.235174E-06,2.235174E-06,0,0,1.562502,3.125002,1.562502,4.687502,2.235174E-06,4.687502,2.235174E-06,1.562502,9.375002,2.343751,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6406,0,0
1226,49,3,3644.762,41,167,7,54.125,3.125002,0,7.812502,2.235174E-06,2.235174E-06,0,0,1.562502,3.125002,1.562502,4.687502,2.235174E-06,4.687502,2.235174E-06,1.562502,9.375002,2.343751,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6406,0,0
1533,49,3,3644.684,385,800,58,53,3.125002,6.250002,7.812502,1.562502,4.687502,1.562502,9.375002,1.562502,9.375002,3.125002,6.250002,1.562502,4.687502,3.125002,1.562502,10.9375,4.785159,2133.333,2133.333,3200,3200,2133.333,2133.333,2133.333,2133.333,4025,4025,2012.5,2012.5,2683.333,2683.333,2012.5,2012.5,4025,6418,0.3,28517.37
1840,49,3,3644.684,385,800,58,53,3.125002,6.250002,7.812502,1.562502,4.687502,1.562502,9.375002,1.562502,9.375002,3.125002,6.250002,1.562502,4.687502,3.125002,1.562502,10.9375,4.785159,2133.333,2133.333,3200,3200,2133.333,2133.333,2133.333,2133.333,4025,4025,2012.5,2012.5,2683.333,2683.333,2012.5,2012.5,4025,6418,0.3,28517.37
2147,49,3,3644.684,385,800,58,53,3.125002,6.250002,7.812502,1.562502,4.687502,1.562502,9.375002,1.562502,9.375002,3.125002,6.250002,1.562502,4.687502,3.125002,1.562502,10.9375,4.785159,2133.333,2133.333,3200,3200,2133.333,2133.333,2133.333,2133.333,4025,4025,2012.5,2012.5,2683.333,2683.333,2012.5,2012.5,4025,6418,0.3,28517.37
2455,51,43,3644.684,997,800,77,52.25,17.1875,1.562502,21.875,1.562502,6.250002,2.235174E-06,4.687502,1.562502,15.625,1.562502,4.687502,1.562502,9.375002,3.125002,3.125002,26.5625,7.519533,4150,4150,4150,4150,2075,2075,2075,2075,4150,4150,2075,2075,2075,2075,2075,2075,4150,6419,59.9,16.9
2763,51,43,3644.684,997,800,77,52.25,17.1875,1.562502,21.875,1.562502,6.250002,2.235174E-06,4.687502,1.562502,15.625,1.562502,4.687502,1.562502,9.375002,3.125002,3.125002,26.5625,7.519533,4150,4150,4150,4150,2075,2075,2075,2075,4150,4150,2075,2075,2075,2075,2075,2075,4150,6419,59.9,16.9
3071,51,43,3644.684,997,800,77,52.25,17.1875,1.562502,21.875,1.562502,6.250002,2.235174E-06,4.687502,1.562502,15.625,1.562502,4.687502,1.562502,9.375002,3.125002,3.125002,26.5625,7.519533,4150,4150,4150,4150,2075,2075,2075,2075,4150,4150,2075,2075,2075,2075,2075,2075,4150,6419,59.9,16.9
3380,51,53,3644.684,1085,800,78,52.25,10.9375,4.687502,17.1875,4.687502,9.375002,3.125002,6.250002,3.125002,18.75,2.235174E-06,12.5,2.235174E-06,6.250002,6.250002,2.235174E-06,29.6875,8.300783,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,6414,60,34.78
3690,51,53,3644.684,1085,800,78,52.25,10.9375,4.687502,17.1875,4.687502,9.375002,3.125002,6.250002,3.125002,18.75,2.235174E-06,12.5,2.235174E-06,6.250002,6.250002,2.235174E-06,29.6875,8.300783,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,6414,60,34.78
3998,51,53,3644.684,1085,800,78,52.25,10.9375,4.687502,17.1875,4.687502,9.375002,3.125002,6.250002,3.125002,18.75,2.235174E-06,12.5,2.235174E-06,6.250002,6.250002,2.235174E-06,29.6875,8.300783,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,4025,6414,60,34.78
4308,50,52,2484.086,1082,800,23,61.375,6.250002,3.125002,21.875,20.3125,10.9375,14.0625,31.25,6.250002,12.5,4.687502,9.375002,2.235174E-06,7.812502,4.687502,7.812502,10.9375,10.74219,2050,2050,4100,4100,2050,2050,2050,2050,2200,2200,2200,2200,2200,2200,2200,2200,4100,6323,55.1,126.934
4614,50,52,2484.086,1082,800,23,61.375,6.250002,3.125002,21.875,20.3125,10.9375,14.0625,31.25,6.250002,12.5,4.687502,9.375002,2.235174E-06,7.812502,4.687502,7.812502,10.9375,10.74219,2050,2050,4100,4100,2050,2050,2050,2050,2200,2200,2200,2200,2200,2200,2200,2200,4100,6323,55.1,126.934
4925,50,52,2484.086,1082,800,23,61.375,6.250002,3.125002,21.875,20.3125,10.9375,14.0625,31.25,6.250002,12.5,4.687502,9.375002,2.235174E-06,7.812502,4.687502,7.812502,10.9375,10.74219,2050,2050,4100,4100,2050,2050,2050,2050,2200,2200,2200,2200,2200,2200,2200,2200,4100,6323,55.1,126.934
5235,50,52,2484.086,1082,800,23,61.375,6.250002,3.125002,21.875,20.3125,10.9375,14.0625,31.25,6.250002,12.5,4.687502,9.375002,2.235174E-06,7.812502,4.687502,7.812502,10.9375,10.74219,2050,2050,4100,4100,2050,2050,2050,2050,2200,2200,2200,2200,2200,2200,2200,2200,4100,6323,55.1,126.934
5545,50,3,2818.766,1069,800,23,61.125,10.9375,2.235174E-06,7.812502,57.8125,7.812502,28.125,56.25,2.235174E-06,20.3125,6.250002,6.250002,1.562502,7.812502,3.125002,4.687502,9.375002,14.25781,2050,2050,4100,4100,4100,4100,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,6333,59.9,16.959
5855,50,3,2818.766,1069,800,23,61.125,10.9375,2.235174E-06,7.812502,57.8125,7.812502,28.125,56.25,2.235174E-06,20.3125,6.250002,6.250002,1.562502,7.812502,3.125002,4.687502,9.375002,14.25781,2050,2050,4100,4100,4100,4100,4100,4100,4100,4100,2050,2050,2050,2050,2050,2050,4100,6333,59.9,16.959
