Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,72,99,4274.188,1475,945,239,73.25,14.0625,3.125002,29.6875,1.562502,12.5,1.562502,12.5,1.562502,9.375002,12.5,10.9375,2.235174E-06,9.375002,3.125002,3.125002,7.812502,8.300783,2042.857,2042.857,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2200,2200,2200,2200,2840,4954,70.7,15.43
304,72,99,4274.188,1475,945,239,73.25,14.0625,3.125002,29.6875,1.562502,12.5,1.562502,12.5,1.562502,9.375002,12.5,10.9375,2.235174E-06,9.375002,3.125002,3.125002,7.812502,8.300783,2042.857,2042.857,2840,2840,2840,2840,2840,2840,2840,2840,2840,2840,2200,2200,2200,2200,2840,4954,70.7,15.43
608,72,99,4268.117,1468,945,236,71.625,3.125002,2.235174E-06,10.9375,2.235174E-06,3.125002,3.125002,1.562502,6.250002,3.125002,4.687502,4.687502,1.562502,1.562502,1.562502,6.250002,4.687502,3.515627,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4956,71.1,15.043
917,72,99,4268.117,1468,945,236,71.625,3.125002,2.235174E-06,10.9375,2.235174E-06,3.125002,3.125002,1.562502,6.250002,3.125002,4.687502,4.687502,1.562502,1.562502,1.562502,6.250002,4.687502,3.515627,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4956,71.1,15.043
1224,72,99,4268.117,1468,945,236,71.625,3.125002,2.235174E-06,10.9375,2.235174E-06,3.125002,3.125002,1.562502,6.250002,3.125002,4.687502,4.687502,1.562502,1.562502,1.562502,6.250002,4.687502,3.515627,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4956,71.1,15.043
1530,71,99,4267.25,1327,945,240,70.25,14.0625,3.125002,18.75,1.562502,9.375002,2.235174E-06,9.375002,12.5,10.9375,4.687502,9.375002,3.125002,7.812502,3.125002,4.687502,4.687502,7.32422,3750,3750,3750,3750,2142.857,2142.857,2142.857,2142.857,2142.857,2157.143,3775,3775,2157.143,2157.143,3775,3775,3775,4969,54.3,224.258
1837,71,99,4267.25,1327,945,240,70.25,14.0625,3.125002,18.75,1.562502,9.375002,2.235174E-06,9.375002,12.5,10.9375,4.687502,9.375002,3.125002,7.812502,3.125002,4.687502,4.687502,7.32422,3750,3750,3750,3750,2142.857,2142.857,2142.857,2142.857,2142.857,2157.143,3775,3775,2157.143,2157.143,3775,3775,3775,4969,54.3,224.258
2145,71,99,4267.25,1327,945,240,70.25,14.0625,3.125002,18.75,1.562502,9.375002,2.235174E-06,9.375002,12.5,10.9375,4.687502,9.375002,3.125002,7.812502,3.125002,4.687502,4.687502,7.32422,3750,3750,3750,3750,2142.857,2142.857,2142.857,2142.857,2142.857,2157.143,3775,3775,2157.143,2157.143,3775,3775,3775,4969,54.3,224.258
2453,71,99,4267.25,1327,945,240,70.25,14.0625,3.125002,18.75,1.562502,9.375002,2.235174E-06,9.375002,12.5,10.9375,4.687502,9.375002,3.125002,7.812502,3.125002,4.687502,4.687502,7.32422,3750,3750,3750,3750,2142.857,2142.857,2142.857,2142.857,2142.857,2157.143,3775,3775,2157.143,2157.143,3775,3775,3775,4969,54.3,224.258
2760,72,99,2880.863,1480,945,240,69.25,15.625,1.562502,37.5,1.562502,14.0625,3.125002,18.75,23.4375,45.3125,0,15.625,2.235174E-06,6.250002,4.687502,3.125002,15.625,12.89063,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4951,2112.5,115.546
