Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,49,14,4571.066,40,167,6,60.25,4.687502,2.235174E-06,4.687502,2.235174E-06,3.125002,2.235174E-06,1.562502,3.125002,1.562502,4.687502,6.250002,2.235174E-06,1.562502,1.562502,2.235174E-06,1.562502,2.14844,2200,2200,2200,2200,2200,2200,2200,2200,4200,4200,2100,2100,2100,2100,2100,2100,4200,6492,0,0
304,49,14,4571.066,40,167,6,60.25,4.687502,2.235174E-06,4.687502,2.235174E-06,3.125002,2.235174E-06,1.562502,3.125002,1.562502,4.687502,6.250002,2.235174E-06,1.562502,1.562502,2.235174E-06,1.562502,2.14844,2200,2200,2200,2200,2200,2200,2200,2200,4200,4200,2100,2100,2100,2100,2100,2100,4200,6492,0,0
608,49,14,4571.066,40,167,6,60.25,4.687502,2.235174E-06,4.687502,2.235174E-06,3.125002,2.235174E-06,1.562502,3.125002,1.562502,4.687502,6.250002,2.235174E-06,1.562502,1.562502,2.235174E-06,1.562502,2.14844,2200,2200,2200,2200,2200,2200,2200,2200,4200,4200,2100,2100,2100,2100,2100,2100,4200,6492,0,0
915,49,1,4565.004,40,167,6,59.125,4.687502,1.562502,6.250002,2.235174E-06,7.812502,0,3.125002,1.562502,2.235174E-06,7.812502,4.687502,3.125002,6.250002,7.812502,7.812502,1.562502,4.003908,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6494,0,0
1222,49,1,4565.004,40,167,6,59.125,4.687502,1.562502,6.250002,2.235174E-06,7.812502,0,3.125002,1.562502,2.235174E-06,7.812502,4.687502,3.125002,6.250002,7.812502,7.812502,1.562502,4.003908,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6494,0,0
1529,49,1,4565.004,40,167,6,59.125,4.687502,1.562502,6.250002,2.235174E-06,7.812502,0,3.125002,1.562502,2.235174E-06,7.812502,4.687502,3.125002,6.250002,7.812502,7.812502,1.562502,4.003908,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,6494,0,0
1836,52,11,4565.676,1047,945,111,58.125,10.9375,3.125002,14.0625,7.812502,9.375002,3.125002,7.812502,2.235174E-06,18.75,4.687502,6.250002,4.687502,9.375002,9.375002,10.9375,18.75,8.691408,4225,4225,4225,4225,2112.5,2112.5,2112.5,2112.5,4225,4225,2112.5,2112.5,2112.5,2112.5,4225,4225,4225,6507,1.3,36547.32
2143,52,11,4565.676,1047,945,111,58.125,10.9375,3.125002,14.0625,7.812502,9.375002,3.125002,7.812502,2.235174E-06,18.75,4.687502,6.250002,4.687502,9.375002,9.375002,10.9375,18.75,8.691408,4225,4225,4225,4225,2112.5,2112.5,2112.5,2112.5,4225,4225,2112.5,2112.5,2112.5,2112.5,4225,4225,4225,6507,1.3,36547.32
2460,52,11,4565.676,1047,945,111,58.125,10.9375,3.125002,14.0625,7.812502,9.375002,3.125002,7.812502,2.235174E-06,18.75,4.687502,6.250002,4.687502,9.375002,9.375002,10.9375,18.75,8.691408,4225,4225,4225,4225,2112.5,2112.5,2112.5,2112.5,4225,4225,2112.5,2112.5,2112.5,2112.5,4225,4225,4225,6507,1.3,36547.32
2770,53,67,4565.676,1301,945,164,56.625,17.1875,3.125002,20.3125,7.812502,9.375002,3.125002,9.375002,3.125002,14.0625,4.687502,9.375002,1.562502,14.0625,9.375002,4.687502,15.625,9.179688,3900,3900,3900,3900,1950,1937.5,1937.5,1937.5,3875,3875,3875,3875,1937.5,2200,3850,3850,3900,6507,60,16.907
