Timestamp=ms,GPU temperature=°C,GPU usage=%,Memory usage=MB,Core clock=MHz,Memory clock=MHz,Power=W,CPU1 temperature=°C,CPU1 usage=%,CPU2 usage=%,CPU3 usage=%,CPU4 usage=%,CPU5 usage=%,CPU6 usage=%,CPU7 usage=%,CPU8 usage=%,CPU9 usage=%,CPU10 usage=%,CPU11 usage=%,CPU12 usage=%,CPU13 usage=%,CPU14 usage=%,CPU15 usage=%,CPU16 usage=%,CPU usage=%,CPU1 clock=MHz,CPU2 clock=MHz,CPU3 clock=MHz,CPU4 clock=MHz,CPU5 clock=MHz,CPU6 clock=MHz,CPU7 clock=MHz,CPU8 clock=MHz,CPU9 clock=MHz,CPU10 clock=MHz,CPU11 clock=MHz,CPU12 clock=MHz,CPU13 clock=MHz,CPU14 clock=MHz,CPU15 clock=MHz,CPU16 clock=MHz,CPU clock=MHz,RAM usage=MB,Framerate=FPS,Frametime=ms
0,71,99,3802.684,1515,945,240,68.625,18.75,7.812502,28.125,3.125002,20.3125,2.235174E-06,14.0625,9.375002,18.75,15.625,25,2.235174E-06,15.625,4.687502,12.5,12.5,12.89063,4200,4200,4200,4200,4200,4200,4200,4200,2200,2200,2200,2200,2200,2200,2200,2200,4200,4888,150.3,12.323
304,71,99,3802.684,1515,945,240,68.625,18.75,7.812502,28.125,3.125002,20.3125,2.235174E-06,14.0625,9.375002,18.75,15.625,25,2.235174E-06,15.625,4.687502,12.5,12.5,12.89063,4200,4200,4200,4200,4200,4200,4200,4200,2200,2200,2200,2200,2200,2200,2200,2200,4200,4888,150.3,12.323
610,72,99,3800.605,1513,945,241,67.25,17.1875,3.125002,29.6875,7.812502,12.5,3.125002,21.875,4.687502,18.75,6.250002,14.0625,6.250002,10.9375,4.687502,6.250002,23.4375,11.91406,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4889,153.3,7.38
914,72,99,3800.605,1513,945,241,67.25,17.1875,3.125002,29.6875,7.812502,12.5,3.125002,21.875,4.687502,18.75,6.250002,14.0625,6.250002,10.9375,4.687502,6.250002,23.4375,11.91406,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4889,153.3,7.38
1219,72,99,3800.605,1513,945,241,67.25,17.1875,3.125002,29.6875,7.812502,12.5,3.125002,21.875,4.687502,18.75,6.250002,14.0625,6.250002,10.9375,4.687502,6.250002,23.4375,11.91406,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4889,153.3,7.38
1632,68,98,3841.863,1285,800,24,66,9.375002,1.562502,26.5625,2.235174E-06,4.687502,2.235174E-06,12.5,2.235174E-06,4.687502,4.687502,9.375002,1.562502,4.687502,1.562502,3.125002,9.375002,5.859377,3400,3400,3400,3400,3400,3400,1942.857,1942.857,3400,3400,1942.857,1942.857,3400,3400,1942.857,1942.857,3400,4834,153.3,7.615
1940,68,98,3841.863,1285,800,24,66,9.375002,1.562502,26.5625,2.235174E-06,4.687502,2.235174E-06,12.5,2.235174E-06,4.687502,4.687502,9.375002,1.562502,4.687502,1.562502,3.125002,9.375002,5.859377,3400,3400,3400,3400,3400,3400,1942.857,1942.857,3400,3400,1942.857,1942.857,3400,3400,1942.857,1942.857,3400,4834,153.3,7.615
2310,68,98,3841.863,1285,800,24,66,9.375002,1.562502,26.5625,2.235174E-06,4.687502,2.235174E-06,12.5,2.235174E-06,4.687502,4.687502,9.375002,1.562502,4.687502,1.562502,3.125002,9.375002,5.859377,3400,3400,3400,3400,3400,3400,1942.857,1942.857,3400,3400,1942.857,1942.857,3400,3400,1942.857,1942.857,3400,4834,153.3,7.615
2618,68,0,3670.566,1235,945,226,65,15.625,3.125002,23.4375,4.687502,15.625,2.235174E-06,10.9375,12.5,26.5625,4.687502,20.3125,3.125002,15.625,7.812502,9.375002,18.75,12.01172,3975,3975,3975,3975,3975,3975,1987.5,1987.5,4050,4050,2025,2025,2025,2025,2025,2025,4050,4868,37.6,461.915
2926,68,0,3670.566,1235,945,226,65,15.625,3.125002,23.4375,4.687502,15.625,2.235174E-06,10.9375,12.5,26.5625,4.687502,20.3125,3.125002,15.625,7.812502,9.375002,18.75,12.01172,3975,3975,3975,3975,3975,3975,1987.5,1987.5,4050,4050,2025,2025,2025,2025,2025,2025,4050,4868,37.6,461.915
3233,68,0,3670.566,1235,945,226,65,15.625,3.125002,23.4375,4.687502,15.625,2.235174E-06,10.9375,12.5,26.5625,4.687502,20.3125,3.125002,15.625,7.812502,9.375002,18.75,12.01172,3975,3975,3975,3975,3975,3975,1987.5,1987.5,4050,4050,2025,2025,2025,2025,2025,2025,4050,4868,37.6,461.915
3541,70,99,3671.066,1480,945,239,63.625,12.09991,1.491273,25.73957,0,12.09991,0,9.068868,9.068868,13.61542,0,9.068868,1.491273,4.522311,1.491273,0,7.553349,6.70693,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4866,155.5,6.802
3849,70,99,3671.066,1480,945,239,63.625,12.09991,1.491273,25.73957,0,12.09991,0,9.068868,9.068868,13.61542,0,9.068868,1.491273,4.522311,1.491273,0,7.553349,6.70693,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4866,155.5,6.802
4158,70,99,3671.066,1480,945,239,63.625,12.09991,1.491273,25.73957,0,12.09991,0,9.068868,9.068868,13.61542,0,9.068868,1.491273,4.522311,1.491273,0,7.553349,6.70693,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4866,155.5,6.802
4467,71,99,3671.316,1508,945,240,62.25,16.15067,4.863263,30.66306,1.638289,17.76316,8.088238,17.76316,1.638289,14.53819,1.638289,11.31321,1.638289,11.31321,0.02580203,1.638289,14.53819,9.700725,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4865,155.4,6.81
4776,71,99,3671.316,1508,945,240,62.25,16.15067,4.863263,30.66306,1.638289,17.76316,8.088238,17.76316,1.638289,14.53819,1.638289,11.31321,1.638289,11.31321,0.02580203,1.638289,14.53819,9.700725,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4865,155.4,6.81
5084,71,99,3671.316,1508,945,240,62.25,16.15067,4.863263,30.66306,1.638289,17.76316,8.088238,17.76316,1.638289,14.53819,1.638289,11.31321,1.638289,11.31321,0.02580203,1.638289,14.53819,9.700725,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4865,155.4,6.81
5393,69,99,2283.938,1447,945,134,70.5,15.625,0,53.125,0,15.625,0,7.812502,14.0625,43.75,1.562502,20.3125,7.812502,10.9375,1.562502,1.562502,17.1875,13.18359,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4877,4393.8,75.157
5703,69,99,2283.938,1447,945,134,70.5,15.625,0,53.125,0,15.625,0,7.812502,14.0625,43.75,1.562502,20.3125,7.812502,10.9375,1.562502,1.562502,17.1875,13.18359,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4877,4393.8,75.157
6010,69,99,2283.938,1447,945,134,70.5,15.625,0,53.125,0,15.625,0,7.812502,14.0625,43.75,1.562502,20.3125,7.812502,10.9375,1.562502,1.562502,17.1875,13.18359,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4877,4393.8,75.157
6319,69,99,2283.938,1447,945,134,70.5,15.625,0,53.125,0,15.625,0,7.812502,14.0625,43.75,1.562502,20.3125,7.812502,10.9375,1.562502,1.562502,17.1875,13.18359,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,4877,4393.8,75.157
